Participant,Age,TrialN,StimID,StimType,C1.RT,C2.RT,C3.RT,C4.RT,SPILL.RT,CHUNK1,CHUNK2,CHUNK3,CHUNK4,SPILL,CompAcc,Condition,RestrictorType,RestrictorPosition,MENRestr,MAXRestr,MENRestrType,MAXRestrType,Context,ContextRT,LOOK_SEEM,CompRT,has_comp
30,NA,94,52,exp,554.2,508,487,501.09999999999997,493.4,Every,lodge,seemed inexpensive,"on the website,",so I knew just where to go.,0,EXT-MAX,MAX,EXT,in Bangkok,on the website,city,website,I was on a website trying to find inexpensive lodges to stay at in Bangkok and other cities.,2237.2999999999997,seemed,NA,NQ
30,NA,95,91,fill,774,645.1,601.1999999999999,519.1,546.8,I got to try,the most delicious,spaghetti,"in the US,",so I made some nice memories.,1,FILL,FILL,FILL,in the US,in Chicago,city,country,"I'm just back from a well-earned break in Chicago. I'm really pleased! According to locals,",2246,NA,1271.8,1
30,NA,96,57,exp,403.3,390.5,351,417.1,384.29999999999995,Every,farm,looked eco-friendly,"in Greece,",so I didn't know what to do.,0,EXT-MEN,MEN,EXT,in Greece,on the website,country,website,I was on a website trying to find eco-friendly farms to stay at in Greece and other countries.,2439.5,looked,NA,NQ
30,NA,97,37,exp,517.5,433.40000000000003,484.70000000000005,455.1,527.3,Every,villa,looked stunning,"in Egypt,",so there was plenty of choice.,0,EXT-MEN,MEN,EXT,in Egypt,on the website,country,website,I was on a website trying to find stunning villas to stay at in Egypt and other countries.,2684.2000000000003,looked,NA,NQ
30,NA,98,96,fill,456.4,567.6999999999999,418.2,494,455.5,I drank at,the trendiest,bar,"in Belgium,",so I really enjoyed it.,1,FILL,FILL,FILL,in Belgium,in Bruges,city,country,"I got home yesterday from a well-earned break in Bruges. You won't believe it! According to my friends,",2099.2000000000003,NA,1373,1
30,NA,99,2,exp,467.7,417.9,461.6,484.5,451.6,Every,hostel,on the website,"seemed quirky,",so I booked straightaway.,1,INT-MAX,MAX,INT,in London,on the website,city,website,I was on a website trying to find quirky hostels to stay at in London and other cities.,7483.7,seemed,2584.2000000000003,1
30,NA,100,46,exp,527.5,578.3000000000001,567.4,534.9000000000001,628.9,Every,theatre,in the brochure,"seemed historic,",so I had some deciding to do.,0,INT-MAX,MAX,INT,in Berlin,in the brochure,city,brochure,I was flicking through a holiday brochure to find historic theatres to visit in Berlin and other cities.,3050.7,seemed,NA,NQ
30,NA,101,30,exp,687,484.70000000000005,552.6,591.6,567,Every,square,in the blog,"seemed busy,",so I didn't know what to do.,0,INT-MAX,MAX,INT,in Florence,in the blog,city,blog,I was reading a blog to get some ideas for busy squares to explore in Florence and other cities.,2405.7,seemed,NA,NQ
30,NA,102,3,exp,551.8,489.09999999999997,461.1,517.7,506.4,Every,restaurant,in Italy,"looked fancy,",so I booked straightaway.,0,INT-MEN,MEN,INT,in Italy,in the vlog,country,vlog,I was watching a vlog for inspiration for fancy restaurants to try out in Italy and other countries.,2610.9,looked,NA,NQ
30,NA,103,101,fill,924.6,591.1999999999999,605.7,608.4000000000001,583.9,I took a boat trip on,the deepest,lake,"in China,",so I made some nice memories.,1,FILL,FILL,FILL,in China,in Beijing,city,country,"I've just returned from a well-earned break in Beijing. I was really shocked. Allegedly,",5681.9,NA,1250.6999999999998,1
30,NA,104,21,exp,1121.2,701.4,425.9,442.40000000000003,567.6999999999999,Every,building,looked unique,"in Switzerland,",so I knew just where to go.,0,EXT-MEN,MEN,EXT,in Switzerland,in the brochure,country,brochure,I was flicking through a holiday brochure to find unique buildings to visit in Switzerland and other countries.,2517.9,looked,NA,NQ
30,NA,105,27,exp,571.4,475.4,541.2,503.4,542.3,Every,cabin,in Poland,"looked peaceful,",so I didn't know what to do.,1,INT-MEN,MEN,INT,in Poland,on the website,country,website,I was on a website trying to find peaceful cabins to stay at in Poland and other countries.,8215.9,looked,1921.6,1
30,NA,106,84,fill,475.5,507.2,534.9000000000001,535,517.7,I stayed at,the cleanest,hostel,"in Marrakesh,",so I'm glad I went.,0,FILL,FILL,FILL,in Marrakesh,in Morrocco,country,city,"I got home yesterday from a great holiday in Morrocco. You won't believe it! According to my friends,",2441,NA,NA,NQ
30,NA,107,48,exp,534.6999999999999,525,555.4,534.2,459,Every,castle,seemed well-maintained,"in the vlog,",so I had some deciding to do.,0,EXT-MAX,MAX,EXT,in Istanbul,in the vlog,city,vlog,I was watching a vlog for inspiration for well-maintained castles to try out in Istanbul and other cities.,2591.2000000000003,seemed,NA,NQ
30,NA,108,50,exp,567.1,589.1999999999999,405.9,484.4,500.8,Every,temple,in the blog,"seemed fantastic,",so I knew just where to go.,0,INT-MAX,MAX,INT,in Sydney,in the blog,city,blog,I was reading a blog to get some ideas for fantastic temples to explore in Sydney and other cities.,1872.6000000000001,seemed,NA,NQ
30,NA,109,10,exp,484.09999999999997,421.70000000000005,501.29999999999995,483.8,507.1,Every,canal,in the blog,"seemed lovely,",so there was plenty of choice.,0,INT-MAX,MAX,INT,in Gloucester,in the blog,city,blog,I was reading a blog to get some ideas for lovely canals to explore in Gloucester and other cities.,2066.5,seemed,NA,NQ
30,NA,110,112,fill,423.09999999999997,427.5,440.8,450.6,419.70000000000005,I ate,the best,sushi,"in Japan,",so I really enjoyed it.,0,FILL,FILL,FILL,in Japan,in Kyoto,city,country,"I'm just back from a week-long trip in Kyoto. I'm really pleased! According to my friends,",3724.2999999999997,NA,NA,NQ
30,NA,111,36,exp,451.6,392,356.3,550.2,484.4,Every,place,seemed awesome,"in the brochure,",so I booked straightaway.,0,EXT-MAX,MAX,EXT,in Los Angeles,in the brochure,city,brochure,I was flicking through a holiday brochure to find awesome places to visit in Los Angeles and other cities.,3316.6000000000004,seemed,NA,NQ
30,NA,112,59,exp,610.3,483.70000000000005,534.5999999999999,550.6999999999999,491.4,Every,trek,in Thailand,"looked challenging,",so I didn't know what to do.,1,INT-MEN,MEN,INT,in Thailand,on the app,country,app,I was on a travel app researching challenging treks to enjoy in Thailand and other countries.,3543.8,looked,3340.9,1
30,NA,113,103,fill,411.6,350.9,357.4,393.29999999999995,417.8,I bought,the most fashionable,jacket,"in Russia,",so it was a lovely time.,1,FILL,FILL,FILL,in Russia,in St. Petersburg,city,country,"I'm just back from a lovely two-week stay in St. Petersburg. I'm really pleased! According to locals,",3149.5,NA,1622.5,1
30,NA,114,110,fill,500.09999999999997,584.4,477.4,559.5,567.3000000000001,I got to see,the most romantic,sunsets,"in Colombia,",so it was a lovely time.,1,FILL,FILL,FILL,in Colombia,in Cartagena,city,country,"I've just returned from a short vacation in Cartagena. I was really shocked. Apparently,",3771.6,NA,1274.8,1
30,NA,115,23,exp,506.6,634.5,284.4,360,444,Every,cruise,in Finland,"looked idyllic,",so I knew just where to go.,0,INT-MEN,MEN,INT,in Finland,in the vlog,country,vlog,I was watching a vlog for inspiration for idyllic cruises to try out in Finland and other countries.,2637.6,looked,NA,NQ
30,NA,116,32,exp,284.3,190.89999999999998,183.7,451,511.29999999999995,Every,apartment,seemed wonderful,"on the website,",so I booked straightaway.,1,EXT-MAX,MAX,EXT,in Madrid,on the website,city,website,I was on a website trying to find wonderful apartments to stay at in Madrid and other cities.,2343.9,seemed,1988.1,1
30,NA,117,87,fill,239.8,201.4,184.2,368.20000000000005,507.8,I sailed down,the widest,river,"in Dublin,",so it was a lovely time.,1,FILL,FILL,FILL,in Dublin,in Ireland,country,city,"I got home yesterday from a week-long trip in Ireland. You won't believe it! According to locals,",1450.2,NA,1620.1000000000001,1
30,NA,118,74,fill,203.3,351.2,242.60000000000002,334.6,430.9,I tasted,the most unique,beer,"in Melbourne,",so it was a lovely time.,0,FILL,FILL,FILL,in Melbourne,in Australia,country,city,"I've just returned from a great holiday in Australia. I was really shocked. Apparently,",2670.7000000000003,NA,NA,NQ
30,NA,119,114,fill,401.2,327.7,367.4,362.9,440.90000000000003,I bought food from,the oldest,market,"Morocco,",so I made some nice memories.,1,FILL,FILL,FILL,Morocco,in Rabat,city,country,"I got home yesterday from a great holiday in Rabat. You won't believe it! Apparently,",1889.8999999999999,NA,1510.2,1
30,NA,120,86,fill,734.5,443.09999999999997,435,436.90000000000003,523.3,I walked across,the most famous,bridge,"in Lisbon,",so I really enjoyed it.,1,FILL,FILL,FILL,in Lisbon,in Portugal,country,city,"I've just returned from a well-earned break in Portugal. I was really shocked. Apparently,",3337.8,NA,1251.8,1
31,NA,1,63,fill,416.3,497.59999999999997,442.7,476.4,931.5,I ate,the most expensive,pizza,"in Rome,",so I made some nice memories.,0,FILL,FILL,FILL,in Rome,in Italy,country,city,"I got home yesterday from a lovely two-week stay in Italy. You won't believe it! According to locals,",3576.8,NA,NA,NQ
31,NA,2,71,fill,514.5,454.29999999999995,470.4,529.3,531.5999999999999,I was staying in,the most modern,appartment block,"in Shanghai,",so it was a lovely time.,1,FILL,FILL,FILL,in Shanghai,in China,country,city,"I've just returned from a well-earned break in China. I was really shocked. According to locals,",2454,NA,2135.8,1
31,NA,3,80,fill,433.2,478.4,409.5,391,603.1999999999999,I got to enjoy,the tastiest,curry,"in Bogotá,",so I really enjoyed it.,0,FILL,FILL,FILL,in Bogotá,in Colombia,country,city,"I've just returned from a short vacation in Colombia. I was really shocked. According to my friends,",2223.5,NA,NA,NQ
31,NA,4,55,exp,481.8,316.2,272.6,482.8,786.9000000000001,Every,forest,looked sprawling,"in Austria,",so I didn't know what to do.,1,EXT-MEN,MEN,EXT,in Austria,in the blog,country,blog,I was reading a blog to get some ideas for sprawling forests to explore in Austria and other countries.,4091,looked,2041.3000000000002,1
31,NA,5,43,exp,454.6,241,283.5,375.8,540.6,Every,delicacy,looked tasty,"in Venezuela,",so I had some deciding to do.,0,EXT-MEN,MEN,EXT,in Venezuela,in the vlog,country,vlog,I was watching a vlog for inspiration for tasty delicacies to try out in Venezuela and other countries.,4005.7999999999997,looked,NA,NQ
31,NA,6,5,exp,433.59999999999997,240.9,250.2,227.89999999999998,538.8,Every,market,in Scotland,"looked exciting,",so I booked straightaway.,0,INT-MEN,MEN,INT,in Scotland,in the blog,country,blog,I was reading a blog to get some ideas for exciting markets to explore in Scotland and other countries.,3056.1,looked,NA,NQ
31,NA,7,26,exp,451.79999999999995,273.3,251.2,195.70000000000002,248.4,Every,bar,seemed lively,"in the brochure,",so I didn't know what to do.,0,EXT-MAX,MAX,EXT,in Prague,in the brochure,city,brochure,I was flicking through a holiday brochure to find lively bars to visit in Prague and other cities.,2596,seemed,NA,NQ
31,NA,8,31,exp,448.40000000000003,226,187.20000000000002,206.7,558.6999999999999,Every,bridge,looked amazing,"in Argentina,",so I booked straightaway.,0,EXT-MEN,MEN,EXT,in Argentina,in the brochure,country,brochure,I was flicking through a holiday brochure to find amazing bridges to visit in Argentina and other countries.,2838.5,looked,NA,NQ
31,NA,9,35,exp,423.3,231.9,208.2,281.2,411.6,Every,palace,looked opulent,"in Sweden,",so I booked straightaway.,0,EXT-MEN,MEN,EXT,in Sweden,in the blog,country,blog,I was reading a blog to get some ideas for opulent palaces to explore in Sweden and other countries.,2320.7,looked,NA,NQ
31,NA,10,79,fill,409.7,211.29999999999998,219.5,285.7,603.8,I tried,the best,ice-cream,"in Athens,",so I made some nice memories.,1,FILL,FILL,FILL,in Athens,in Greece,country,city,"I'm just back from a great holiday in Greece. I'm really pleased! According to locals,",1917.6,NA,2004.7,1
31,NA,11,39,exp,243.4,251.8,207.7,188,174.7,Every,lake,looked pristine,"in Australia,",so there was plenty of choice.,0,EXT-MEN,MEN,EXT,in Australia,on the app,country,app,I was on a travel app researching pristine lakes to enjoy in Australia and other countries.,3577.5,looked,NA,NQ
31,NA,12,105,fill,479.2,186.6,454,330.2,464.6,I went down,the fastest,waterslide,"in Sweden,",so I really enjoyed it.,1,FILL,FILL,FILL,in Sweden,in Gothenburg,city,country,"I got home yesterday from a short vacation in Gothenburg. You won't believe it! Allegedly,",2097.7999999999997,NA,2277.6,1
31,NA,13,56,exp,377.7,200.3,190.89999999999998,422.5,465.6,Every,statue,in the brochure,"seemed famous,",so I didn't know what to do.,0,INT-MAX,MAX,INT,in New York,in the brochure,city,brochure,I was flicking through a holiday brochure to find famous statues to visit in New York and other cities.,3139.2000000000003,seemed,NA,NQ
31,NA,14,82,fill,412.4,271.1,377.40000000000003,344.4,595.0999999999999,I swam in,the largest,swimming pool,"in Tokyo,",so I made some nice memories.,1,FILL,FILL,FILL,in Tokyo,in Japan,country,city,"I'm just back from a week-long trip in Japan. I'm really pleased! Apparently,",2058.5,NA,1556.8,1
31,NA,15,49,exp,421.4,196.70000000000002,189.4,164.39999999999998,497.59999999999997,Every,fountain,in Turkey,"looked impressive,",so I knew just where to go.,1,INT-MEN,MEN,INT,in Turkey,on the app,country,app,I was on a travel app researching impressive fountains to enjoy in Turkey and other countries.,2134.2,looked,1969.5,1
31,NA,16,40,exp,477.2,178.4,169.3,158.9,564.8,Every,garden,in the blog,"seemed colourful,",so there was plenty of choice.,0,INT-MAX,MAX,INT,in Zagreb,in the blog,city,blog,I was reading a blog to get some ideas for colourful gardens to explore in Zagreb and other cities.,2998.8,seemed,NA,NQ
31,NA,17,118,fill,222,158.29999999999998,589.5,351.5,514.2,I walked along,the straightest,canal path,"in Wales,",so I really enjoyed it.,0,FILL,FILL,FILL,in Wales,in Bangor,city,country,"I'm just back from a lovely two-week stay in Bangor. I'm really pleased! Apparently,",1932.5,NA,NA,NQ
31,NA,18,51,exp,392.5,362.09999999999997,262.79999999999995,289.1,309.3,Every,brewery,looked exclusive,"in Canada,",so I knew just where to go.,0,EXT-MEN,MEN,EXT,in Canada,in the brochure,country,brochure,I was flicking through a holiday brochure to find exclusive breweries to visit in Canada and other countries.,2235.3,looked,NA,NQ
31,NA,19,14,exp,508.70000000000005,240.6,177.5,362,625.4,Every,tour,seemed relaxing,"on the app,",so I had some deciding to do.,1,EXT-MAX,MAX,EXT,in Budapest,on the app,city,app,I was on a travel app researching relaxing tours to enjoy in Budapest and other cities.,2045.5,seemed,2399.7000000000003,1
31,NA,20,3,exp,457.2,159.8,190.5,196.6,187.70000000000002,Every,restaurant,looked fancy,"in Italy,",so I booked straightaway.,0,EXT-MEN,MEN,EXT,in Italy,in the vlog,country,vlog,I was watching a vlog for inspiration for fancy restaurants to try out in Italy and other countries.,2280.6000000000004,looked,NA,NQ
31,NA,21,81,fill,688.9,494.3,445.1,363.9,492.5,I visited,the most ancient,temple,"in Bangkok,",so it was a lovely time.,0,FILL,FILL,FILL,in Bangkok,in Thailand,country,city,"I got home yesterday from a well-earned break in Thailand. You won't believe it! Allegedly,",2225,NA,NA,NQ
31,NA,22,92,fill,486.4,506.29999999999995,259.2,391.79999999999995,495.59999999999997,I bathed in,the cleanest,sea,"in France,",so I really enjoyed it.,0,FILL,FILL,FILL,in France,in Nice,city,country,"I've just returned from a week-long trip in Nice. I was really shocked. According to my friends,",2100.2999999999997,NA,NA,NQ
31,NA,23,102,fill,574.6,259.2,372.5,345,435.2,I got to taste,the most authentic,gelato,"in Canada,",so I really enjoyed it.,0,FILL,FILL,FILL,in Canada,in Ottawa,city,country,"I got home yesterday from a week-long trip in Ottawa. You won't believe it! Apparently,",2636.2999999999997,NA,NA,NQ
31,NA,24,50,exp,418.6,219.70000000000002,162.39999999999998,225.6,202.9,Every,temple,seemed fantastic,"in the blog,",so I knew just where to go.,0,EXT-MAX,MAX,EXT,in Sydney,in the blog,city,blog,I was reading a blog to get some ideas for fantastic temples to explore in Sydney and other cities.,2151,seemed,NA,NQ
31,NA,25,47,exp,375.7,236.6,233,219.5,239.1,Every,chalet,looked pleasant,"in Denmark,",so I had some deciding to do.,1,EXT-MEN,MEN,EXT,in Denmark,on the website,country,website,I was on a website trying to find pleasant chalets to stay at in Denmark and other countries.,1829.7,looked,2098.7,1
31,NA,26,18,exp,173.3,416.6,91.39999999999999,156.9,543.8,Every,café,seemed cute,"in the vlog,",so I had some deciding to do.,0,EXT-MAX,MAX,EXT,in Glasgow,in the vlog,city,vlog,I was watching a vlog for inspiration for cute cafés to try out in Glasgow and other cities.,1574,seemed,NA,NQ
