Participant,Age,TrialN,StimID,StimType,C1.RT,C2.RT,C3.RT,C4.RT,SPILL.RT,CHUNK1,CHUNK2,CHUNK3,CHUNK4,SPILL,CompAcc,Condition,RestrictorType,RestrictorPosition,Context,ContextRT,LOOK_SEEM,Adj,CompRT,has_comp
12,27,65,69,fill,1457.7,646.7,613.3,725.4000000000001,800.8,I was able to take photos of,the rarest,bird,"in Aberdeen,",so I made some nice memories.,0,FILL,FILL,FILL,"I got home yesterday from a great holiday in Scotland. You won't believe it! Allegedly,",2725,NA,NA,NA,NQ
12,27,66,91,fill,779.4,637.5,616.6,687.6999999999999,924.1,I got to try,the most delicious,spaghetti,"in the US,",so I made some nice memories.,1,FILL,FILL,FILL,"I'm just back from a well-earned break in Chicago. I'm really pleased! According to locals,",2697.7000000000003,NA,NA,2422,1
12,27,67,38,exp,612.4000000000001,514.5,626.8000000000001,564.1,1132.6000000000001,Every,pub,seemed cosy,"in Perth,",so there was plenty of choice.,1,EXT-EM,EM,EXT,I was on a website trying to find cosy pubs to try out in Perth and other cities.,3236.3,seemed,cosy,3539.2999999999997,1
12,27,68,25,exp,1219.2,547.1,769.3,857.4000000000001,1225.4,Every,river,in Poland,"looked soothing,",so I knew just where to go.,0,INT-NEM,NEM,INT,I was flicking through a holiday brochure to find soothing rivers to explore in Norway and other countries.,5416.7,looked,soothing,NA,NQ
12,27,69,94,fill,1129.2,661.6999999999999,613.4,674.5,883.4,I paraglided over,the most beautiful,spot,"in Germany,",so it was a lovely time.,1,FILL,FILL,FILL,"I'm just back from a great holiday in Frankfurt. I'm really pleased! Apparently,",3960.1000000000004,NA,NA,4227.5999999999995,1
12,27,70,29,exp,721.6,933.6,783.9000000000001,676.8,1306,Every,shop,in Argentina,"looked trendy,",so I had some deciding to do.,0,INT-NEM,NEM,INT,I was reading a blog to get some ideas for trendy shops to enjoy in Hungary and other countries.,5432.7,looked,trendy,NA,NQ
12,27,71,120,fill,803.4,837.3000000000001,816.3000000000001,728,1039.5,I took,the most indirect,train journey,"in South Africa,",so I made some nice memories.,0,FILL,FILL,FILL,"I got home yesterday from a short vacation in Cape Town. You won't believe it! According to my friends,",3016,NA,NA,NA,NQ
12,27,72,119,fill,841.7,745.7,825.2,794.2,780.5999999999999,I got to enjoy,the most remote,hot spring,"in Hungary,",so it was a lovely time.,0,FILL,FILL,FILL,"I've just returned from a great holiday in Debrecen. I was really shocked. According to locals,",5257.9000000000005,NA,NA,NA,NQ
12,27,73,23,exp,1045.6000000000001,509.70000000000005,700,668,924.6999999999999,Every,cruise,looked idyllic,"in Norway,",so there was plenty of choice.,0,EXT-NEM,NEM,EXT,I was reading a blog to get some ideas for idyllic cruises to try out in Finland and other countries.,6153.7,looked,idyllic,NA,NQ
12,27,74,7,exp,963.4000000000001,543.9000000000001,578.0999999999999,667.2,879.1,Every,museum,looked cool,"in Japan,",so I booked straightaway.,0,EXT-NEM,NEM,EXT,I was flicking through a holiday brochure to find cool museums to visit in Portugal and other countries.,4950.4000000000005,looked,cool,NA,NQ
12,27,75,58,exp,652.2,469.1,601.7,659.5,1166.9,Every,bistro,seemed popular,"in Leeds,",so there was plenty of choice.,0,EXT-EM,EM,EXT,I was on a travel app researching popular bistros to try out in Leeds and other cities.,3971.6,seemed,popular,NA,NQ
12,27,76,68,fill,1001.4000000000001,594.8,582.0999999999999,650.5,790.8,I rode,the fastest,train,"in Rotterdam,",so I'm glad I went.,0,FILL,FILL,FILL,"I've just returned from a lovely two-week stay in The Netherlands. I was really shocked. According to my friends,",3891.9,NA,NA,NA,NQ
12,27,77,4,exp,583.2,477.1,667.9000000000001,622,1642.2,Every,park,in Newcastle,"seemed nice,",so I had some deciding to do.,1,INT-EM,EM,INT,I was on a travel app researching nice parks to enjoy in Newcastle and other cities.,6100.1,seemed,nice,2593.1000000000004,1
12,27,78,90,fill,677.1,536.5,586.3000000000001,772.8000000000001,1493.7,I ate,the nicest,cheese,"in Johannesburgh,",so it was a lovely time.,0,FILL,FILL,FILL,"I got home yesterday from a short vacation in South Africa. You won't believe it! Apparently,",3774.5,NA,NA,NA,NQ
12,27,79,22,exp,600.5,502.29999999999995,739.9,659.2,768.3,Every,cottage,seemed charming,"in Durham,",so I booked straightaway.,1,EXT-EM,EM,EXT,I was on a travel app researching charming cottages to stay at in Durham and other cities.,4687.2,seemed,charming,2611.2000000000003,1
12,27,80,49,exp,533.8000000000001,494.40000000000003,571.4,663,1010.5999999999999,Every,fountain,in Canada,"looked impressive,",so I had some deciding to do.,1,INT-NEM,NEM,INT,I was flicking through a holiday brochure to find impressive fountains to enjoy in Turkey and other countries.,5611.9000000000005,looked,impressive,2609.7999999999997,1
12,27,81,73,fill,950.3000000000001,630.1,1112.3,784.1,710.0999999999999,I got to experience,the heaviest,snow to ever fall,"in Moscow,",so I really enjoyed it.,0,FILL,FILL,FILL,"I'm just back from a lovely two-week stay in Russia. I'm really pleased! Allegedly,",3447.2999999999997,NA,NA,NA,NQ
12,27,82,66,fill,946.3000000000001,740.5,719.7,722.5,1000.4,I got to see,the greenest,park,"in Brussels,",so I made some nice memories.,0,FILL,FILL,FILL,"I got home yesterday from a well-earned break in Belgium. You won't believe it! Apparently,",2889.3,NA,NA,NA,NQ
12,27,83,86,fill,808.6,756.1999999999999,722.7,695.5,649,I walked across,the most famous,bridge,"in Lisbon,",so I really enjoyed it.,1,FILL,FILL,FILL,"I've just returned from a well-earned break in Portugal. I was really shocked. Apparently,",2528.1,NA,NA,2475.8,1
12,27,84,103,fill,901.3,750.1,630.5,688.5,882.1,I bought,the most fashionable,jacket,"in Russia,",so it was a lovely time.,1,FILL,FILL,FILL,"I'm just back from a lovely two-week stay in St. Petersburg. I'm really pleased! According to locals,",4193,NA,NA,7306.9,1
12,27,85,30,exp,634.5,579.4,851.3,770.8000000000001,992.1,Every,square,seemed busy,"in Florence,",so I knew just where to go.,0,EXT-EM,EM,EXT,I was checking out a guidebook to find suggestions for busy squares to explore in Florence and other cities.,9413.8,seemed,busy,NA,NQ
12,27,86,32,exp,1024.2,499.90000000000003,616.7,694.5,789.4,Every,apartment,in Madrid,"seemed wonderful,",so I booked straightaway.,1,INT-EM,EM,INT,I was on a website trying to find wonderful apartments to stay at in Madrid and other cities.,4409.3,seemed,wonderful,2734.2,1
12,27,87,85,fill,951.6,550.3,783.6999999999999,658.9000000000001,801.9,I went up,the newest,skyscraper,"in Istanbul,",so I made some nice memories.,0,FILL,FILL,FILL,"I'm just back from a short vacation in Turkey. I'm really pleased! Allegedly,",5151.9000000000005,NA,NA,NA,NQ
12,27,88,47,exp,1051.3,520.5,645.3,628.1,801.8,Every,chalet,looked pleasant,"in Turkey,",so I booked straightaway.,1,EXT-NEM,NEM,EXT,I was reading a blog to get some ideas for pleasant chalets to stay at in Denmark and other countries.,5310.5,looked,pleasant,3112.7,1
12,27,89,18,exp,634.1,459.2,602.9,629.6,792.4,Every,café,seemed cute,"in Glasgow,",so there was plenty of choice.,0,EXT-EM,EM,EXT,I was checking out a guidebook to find suggestions for cute cafés to try out in Glasgow and other cities.,4193.7,seemed,cute,NA,NQ
12,27,90,40,exp,653.8000000000001,486.3,633.8000000000001,668.8,800.3,Every,garden,in Zagreb,"seemed colourful,",so I knew just where to go.,0,INT-EM,EM,INT,I was on a travel app researching colourful gardens to explore in Zagreb and other cities.,5005.8,seemed,colourful,NA,NQ
12,27,91,6,exp,617.3,552.9,601.1999999999999,610.9,727.4000000000001,Every,monument,seemed interesting,"in Edinburgh,",so I decided to go there.,1,EXT-EM,EM,EXT,I was checking out a guidebook to find suggestions for interesting monuments to visit in Edinburgh and other cities.,4378.7,seemed,interesting,3094.8,1
12,27,92,33,exp,613.7,491.5,644.8000000000001,913.8,1118.3000000000002,Every,zoo,in Sweden,"looked responsible,",so there was plenty of choice.,0,INT-NEM,NEM,INT,I was watching a vlog for inspiration for responsible zoos to try out in Thailand and other countries.,4683.4,looked,responsible,NA,NQ
12,27,93,61,fill,754.4,518.9,542.6999999999999,630.3,826.4,I climbed,the tallest,building,"in New York,",so I'm glad I went.,0,FILL,FILL,FILL,"I'm just back from a well-earned break in the US. I'm really pleased! Allegedly,",3456.7000000000003,NA,NA,NA,NQ
12,27,94,118,fill,1191.8,538.2,1210.5,584.4,632.3,I walked along,the straightest,canal path,"in Wales,",so I really enjoyed it.,0,FILL,FILL,FILL,"I'm just back from a lovely two-week stay in Bangor. I'm really pleased! Apparently,",3099.6,NA,NA,NA,NQ
12,27,95,13,exp,879,574.9,600.4000000000001,699.7,942.6999999999999,Every,campsite,in Peru,"looked picturesque,",so there was plenty of choice.,0,INT-NEM,NEM,INT,I was flicking through a holiday brochure to find picturesque campsites to try out in Germany and other countries.,4320.9,looked,picturesque,NA,NQ
12,27,96,84,fill,786.3,916.9000000000001,513.2,826.3000000000001,850.4000000000001,I stayed at,the cleanest,hostel,"in Marrakesh,",so I'm glad I went.,0,FILL,FILL,FILL,"I got home yesterday from a great holiday in Morrocco. You won't believe it! According to my friends,",3517.2,NA,NA,NA,NQ
12,27,97,52,exp,737,500.6,607.3,1050.3,800.5,Every,lodge,in Bangkok,"seemed inexpensive,",so I booked straightaway.,0,INT-EM,EM,INT,I was on a travel app researching inexpensive lodges to stay at in Bangkok and other cities.,4144.5999999999995,seemed,inexpensive,NA,NQ
12,27,98,97,fill,866.4,844,679.4,700.4,963.8,I visited,the most historical,monument,"in Austria,",so it was a lovely time.,0,FILL,FILL,FILL,"I'm just back from a week-long trip in Salzburg. I'm really pleased! Allegedly,",3285,NA,NA,NA,NQ
12,27,99,46,exp,742.6,460.2,630.6,576.7,561.3000000000001,Every,theatre,seemed historic,"in Berlin,",so I decided to go there.,0,EXT-EM,EM,EXT,I was on a travel app researching historic theatres to visit in Berlin and other cities.,4504.9000000000005,seemed,historic,NA,NQ
12,27,100,109,fill,773.3,568.1,808,676.6999999999999,721.7,I went on,the most scenic,boat trip,"in Greece,",so I'm glad I went.,0,FILL,FILL,FILL,"I'm just back from a great holiday in Corfu. I'm really pleased! Allegedly,",3120,NA,NA,NA,NQ
12,27,101,48,exp,704.6,527.8000000000001,619.5,710.8,1010.1,Every,castle,in Istanbul,"seemed well-maintained,",so there was plenty of choice.,0,INT-EM,EM,INT,I was checking out a guidebook to find suggestions for well-maintained castles to try out in Istanbul and other cities.,4740.5999999999995,seemed,well-maintained,NA,NQ
12,27,102,96,fill,908.8000000000001,581.7,517.9,659.9000000000001,709.9,I drank at,the trendiest,bar,"in Belgium,",so I really enjoyed it.,1,FILL,FILL,FILL,"I got home yesterday from a well-earned break in Bruges. You won't believe it! According to my friends,",4494.2,NA,NA,4300.3,1
12,27,103,37,exp,842.8,570.9,608.7,1129.3,867.9,Every,villa,in Australia,"looked stunning,",so I booked straightaway.,0,INT-NEM,NEM,INT,I was flicking through a holiday brochure to find stunning villas to stay at in Egypt and other countries.,3966.2000000000003,looked,stunning,NA,NQ
12,27,104,95,fill,704,863.9,683.5,603.7,858.3,I went to,the very first,pub,"in England,",so I made some nice memories.,0,FILL,FILL,FILL,"I've just returned from a short vacation in Lancaster. I was really shocked. According to locals,",3003.2000000000003,NA,NA,NA,NQ
12,27,105,15,exp,1153,495.8,596.0999999999999,590.6,1183.8,Every,town,looked pretty,"in France,",so I knew just where to go.,0,EXT-NEM,NEM,EXT,I was watching a vlog for inspiration for pretty towns to explore in Peru and other countries.,5122.0999999999995,looked,pretty,NA,NQ
12,27,106,16,exp,635.3,510.49999999999994,584.4,750.3,667.5,Every,gallery,in Venice,"seemed high-end,",so I decided to go there.,1,INT-EM,EM,INT,I was on a travel app researching high-end galleries to visit in Venice and other cities.,4033.5,seemed,high-end,3634.1,1
12,27,107,105,fill,852.1,863,623,616.9,742.7,I went down,the fastest,waterslide,"in Sweden,",so I really enjoyed it.,1,FILL,FILL,FILL,"I got home yesterday from a short vacation in Gothenburg. You won't believe it! Allegedly,",3550,NA,NA,3310.1,1
12,27,108,89,fill,701.9,528.6999999999999,524.1,719.3000000000001,703.7,I had,the finest,seafood,"in Budapest,",so I really enjoyed it.,0,FILL,FILL,FILL,"I've just returned from a great holiday in Hungary. I was really shocked. Allegedly,",3504.4,NA,NA,NA,NQ
12,27,109,67,fill,851.8,820,2517.7999999999997,951.0999999999999,1302.1000000000001,I saw,the best views,views,"in Vienna,",so I really enjoyed it.,1,FILL,FILL,FILL,"I'm just back from a week-long trip in Austria. I'm really pleased! According to locals,",2947.8,NA,NA,3528.1,1
12,27,110,14,exp,928.4,510.1,604.9,609.9,784.4,Every,tour,seemed relaxing,"in Budapest,",so I had some deciding to do.,1,EXT-EM,EM,EXT,I was on a website trying to find relaxing tours to enjoy in Budapest and other cities.,3408.7999999999997,seemed,relaxing,3287.7000000000003,1
12,27,111,112,fill,670.8,826,635.4,617.5,751.9,I ate,the best,sushi,"in Japan,",so I really enjoyed it.,0,FILL,FILL,FILL,"I'm just back from a week-long trip in Kyoto. I'm really pleased! According to my friends,",6212.1,NA,NA,NA,NQ
12,27,112,9,exp,580.9,485.20000000000005,713.4000000000001,937.1,2150.1,Every,view,in Slovenia,"looked breathtaking,",so I had some deciding to do.,0,INT-NEM,NEM,INT,I was watching a vlog for inspiration for breathtaking views to enjoy in Japan and other countries.,7202.4,looked,breathtaking,NA,NQ
12,27,113,99,fill,1589.6999999999998,828.8,697.1,687.3000000000001,765.4,I got to look around,the most well-established,museum,"in Scotland,",so I really enjoyed it.,1,FILL,FILL,FILL,"I got home yesterday from a great holiday in Dundee. You won't believe it! According to locals,",2949.7,NA,NA,2975.1,1
12,27,114,88,fill,886.5,1624.6000000000001,701.9,863.1999999999999,1150.4,I got to stay in,the least well-known,area,"in Swansea,",so I made some nice memories.,0,FILL,FILL,FILL,"I'm just back from a lovely two-week stay in Wales. I'm really pleased! According to my friends,",3323.3,NA,NA,NA,NQ
12,27,115,60,exp,803,513.5999999999999,613.1999999999999,585.7,761.1,Every,neighbourhood,in Tokyo,"seemed bustling,",so I knew just where to go.,1,INT-EM,EM,INT,I was checking out a guidebook to find suggestions for bustling neighbourhoods to explore in Tokyo and other cities.,8086.499999999999,seemed,bustling,3523,1
12,27,116,3,exp,776.5999999999999,492.59999999999997,560.6999999999999,684.6999999999999,1169.7,Every,restaurant,looked fancy,"in Scotland,",so there was plenty of choice.,0,EXT-NEM,NEM,EXT,I was watching a vlog for inspiration for fancy restaurants to try out in Italy and other countries.,5957,looked,fancy,NA,NQ
12,27,117,1,exp,1030.1,479.5,699.9,602.1,950.4,Every,beach,in Italy,"looked beautiful,",so I decided to go there.,1,INT-NEM,NEM,INT,I was flicking through a holiday brochure to find beautiful beaches to visit in Spain and other countries.,4621.7,looked,beautiful,4218.4,1
12,27,118,81,fill,959.4,811.1,616.9,790.9000000000001,800.5,I visited,the most ancient,temple,"in Bangkok,",so it was a lovely time.,0,FILL,FILL,FILL,"I got home yesterday from a well-earned break in Thailand. You won't believe it! Allegedly,",3750.1000000000004,NA,NA,NA,NQ
12,27,119,20,exp,599.7,496.2,652.9000000000001,722.3000000000001,1100.1000000000001,Every,church,in Belfast,"seemed ornate,",so I knew just where to go.,1,INT-EM,EM,INT,I was on a website trying to find ornate churches to explore in Belfast and other cities.,4784.2,seemed,ornate,3931.4,1
12,27,120,39,exp,750.5,507.8,644.7,796.6999999999999,2177.6,Every,lake,looked pristine,"in Slovakia,",so I had some deciding to do.,0,EXT-NEM,NEM,EXT,I was watching a vlog for inspiration for pristine lakes to enjoy in Australia and other countries.,6427.2,looked,pristine,NA,NQ
47,NA,1,102,fill,375.3,398.299999,299.8,329.40000000000003,409.200001,I got to taste,the most authentic,gelato,"in Canada,",so I really enjoyed it.,0,FILL,FILL,FILL,"I got home yesterday from a week-long trip in Ottawa. You won't believe it! Apparently,",2079.8,NA,NA,NA,NQ
47,NA,2,51,exp,341.7,271.6,293.29999899999996,253.90000099999997,432.5,Every,brewery,in Canada,"looked exclusive,",so I decided to go there.,0,INT-EM,EM,INT,I was watching a vlog for inspiration for exclusive breweries to visit in Canada and other countries.,2141.7999999999997,looked,exclusive,NA,NQ
47,NA,3,35,exp,505.4,258.5,308.3,265.40000000000003,917,Every,palace,in Sweden,"looked opulent,",so I knew just where to go.,0,INT-EM,EM,INT,I was reading a blog to get some ideas for opulent palaces to explore in Sweden and other countries.,2856.9,looked,opulent,NA,NQ
47,NA,4,29,exp,790.5,276.59999899999997,294.29999899999996,300.9,430.9,Every,shop,looked trendy,"in Hungary,",so I had some deciding to do.,0,EXT-EM,EM,EXT,I was reading a blog to get some ideas for trendy shops to enjoy in Hungary and other countries.,2765.5,looked,trendy,NA,NQ
47,NA,5,17,exp,834.7,334,408.09999899999997,410.3,443.6,Every,guesthouse,looked old-fashioned,"in France,",so I booked straightaway.,0,EXT-EM,EM,EXT,I was reading a blog to get some ideas for old-fashioned guesthouses to stay at in France and other countries.,2521.2,looked,old-fashioned,NA,NQ
47,NA,6,70,fill,377.8,314,337,326,368,I ate at,the poshest,restaurant,"in Helsinki,",so I really enjoyed it.,0,FILL,FILL,FILL,"I'm just back from a short vacation in Finland. I'm really pleased! Apparently,",1763.400001,NA,NA,NA,NQ
47,NA,7,4,exp,382.90000000000003,242.10000000000002,277.7,356.79999899999996,1378.5,Every,park,in Edinburgh,"seemed nice,",so I had some deciding to do.,1,INT-NEM,NEM,INT,I was on a travel app researching nice parks to enjoy in Newcastle and other cities.,1976.400001,seemed,nice,1820.6,1
47,NA,8,64,fill,413,319.400001,329,352.5,403.5,I stayed at,the most luxurious,hotel,"in Berlin,",so I really enjoyed it.,1,FILL,FILL,FILL,"I'm just back from a great holiday in Germany. I'm really pleased! According to my friends,",2910.6,NA,NA,1446.7,1
47,NA,9,83,fill,346.5,228.8,262.5,274.6,450.5,I rode,the biggest,rollercoaster,"in Malaga,",so I really enjoyed it.,1,FILL,FILL,FILL,"I've just returned from a lovely two-week stay in Spain. I was really shocked. According to locals,",1887.8999999999999,NA,NA,1336.400001,1
47,NA,10,72,fill,302.299999,240.2,503.6,446.1,618.5,I tried,the spiciest,noodles you can find,"in Vancouver,",so I made some nice memories.,1,FILL,FILL,FILL,"I got home yesterday from a week-long trip in Canada. You won't believe it! According to my friends,",2318.5,NA,NA,1621.2,1
47,NA,11,99,fill,638.3,285.4,373.200001,335,402.3,I got to look around,the most well-established,museum,"in Scotland,",so I really enjoyed it.,1,FILL,FILL,FILL,"I got home yesterday from a great holiday in Dundee. You won't believe it! According to locals,",2078.7999990000003,NA,NA,1250.5,1
47,NA,12,86,fill,324.90000000000003,318.79999999999995,270.9,285.7,373.599999,I walked across,the most famous,bridge,"in Lisbon,",so I really enjoyed it.,1,FILL,FILL,FILL,"I've just returned from a well-earned break in Portugal. I was really shocked. Apparently,",1806.2999989999998,NA,NA,1805.3,1
47,NA,13,6,exp,341.4,191.8,303.200001,301.8,336.1,Every,monument,seemed interesting,"in Rome,",so I decided to go there.,1,EXT-NEM,NEM,EXT,I was checking out a guidebook to find suggestions for interesting monuments to visit in Edinburgh and other cities.,3735,seemed,interesting,2687.2000009999997,1
47,NA,14,65,fill,387.799999,303.09999999999997,293.90000100000003,335.09999899999997,424,I'd booked in at,the oldest,B&B,"in York,",so it was a lovely time.,0,FILL,FILL,FILL,"I've just returned from a short vacation in England. I was really shocked. Allegedly,",1776.1,NA,NA,NA,NQ
47,NA,15,53,exp,328.1,285.6,223.20000100000001,319.2,319.29999999999995,Every,rollercoaster,looked thrilling,"in Belgium,",so there was plenty of choice.,1,EXT-EM,EM,EXT,I was reading a blog to get some ideas for thrilling rollercoasters to try out in Belgium and other countries.,2609,looked,thrilling,1720.900001,1
47,NA,16,67,fill,368.900001,305,303.4,754.099999,427.5,I saw,the best views,views,"in Vienna,",so I really enjoyed it.,1,FILL,FILL,FILL,"I'm just back from a week-long trip in Austria. I'm really pleased! According to locals,",1801.8000000000002,NA,NA,1621.2000010000002,1
47,NA,17,100,fill,526.900001,368.59999999999997,321.5,368.9,442.90000000000003,I arrived during,the best,time for skiing,"in Finland,",so I'm glad I went.,0,FILL,FILL,FILL,"I'm just back from a short vacation in Lapland. I'm really pleased! According to my friends,",2055.5,NA,NA,NA,NQ
47,NA,18,105,fill,469.3,346,501.700001,312.7,418.8,I went down,the fastest,waterslide,"in Sweden,",so I really enjoyed it.,1,FILL,FILL,FILL,"I got home yesterday from a short vacation in Gothenburg. You won't believe it! Allegedly,",2044.5000000000002,NA,NA,1663.5,1
47,NA,19,11,exp,1008.1999999999999,271.20000100000004,227.8,321.29999999999995,462.8,Every,village,in Slovenia,"looked quaint,",so I decided to go there.,1,INT-EM,EM,INT,I was reading a blog to get some ideas for quaint vilages to visit in Slovenia and other countries.,2101.7999999999997,looked,quaint,1915.8,1
47,NA,20,106,fill,494,311.7,278.40000100000003,273.1,401.299999,I did,the most difficult,trek,"in Brazil,",so it was a lovely time.,0,FILL,FILL,FILL,"I'm just back from a well-earned break in Rio de Janeiro. I'm really pleased! Apparently,",2601.9,NA,NA,NA,NQ
47,NA,21,32,exp,335,211,220.5,445.2,377.599999,Every,apartment,in Bucharest,"seemed wonderful,",so I booked straightaway.,1,INT-NEM,NEM,INT,I was on a website trying to find wonderful apartments to stay at in Madrid and other cities.,1911.599999,seemed,wonderful,2256.2000000000003,1
47,NA,22,22,exp,768.599999,307,271.6,256.29999999999995,392.5,Every,cottage,seemed charming,"in Amsterdam,",so I booked straightaway.,1,EXT-NEM,NEM,EXT,I was on a travel app researching charming cottages to stay at in Durham and other cities.,3268.7,seemed,charming,1987.5,1
47,NA,23,27,exp,335.8,237.5,219.9,262.90000000000003,371.400001,Every,cabin,in Poland,"looked peaceful,",so I booked straightaway.,1,INT-EM,EM,INT,I was watching a vlog for inspiration for peaceful cabins to stay at in Poland and other countries.,2443.200001,looked,peaceful,1865.900001,1
47,NA,24,108,fill,352,212.59999900000003,302,312.90000000000003,318.79999999999995,I ordered,the most alcoholic,cocktail,"in Switzerland,",so I really enjoyed it.,0,FILL,FILL,FILL,"I got home yesterday from a lovely two-week stay in Zürich. You won't believe it! According to my friends,",2267.3999999999996,NA,NA,NA,NQ
47,NA,25,19,exp,279.5,243.200001,245,245.79999999999998,352.6,Every,hike,in China,"looked scenic,",so I had some deciding to do.,0,INT-EM,EM,INT,I was flicking through a holiday brochure to find scenic hikes to enjoy in China and other countries.,2568.2999990000003,looked,scenic,NA,NQ
47,NA,26,18,exp,342.09999899999997,254.2,301.4,276.40000100000003,606.9,Every,café,seemed cute,"in Belfast,",so there was plenty of choice.,0,EXT-NEM,NEM,EXT,I was checking out a guidebook to find suggestions for cute cafés to try out in Glasgow and other cities.,2110.9,seemed,cute,NA,NQ
47,NA,27,88,fill,385.1,305.900001,287.4,340.799999,602.1,I got to stay in,the least well-known,area,"in Swansea,",so I made some nice memories.,0,FILL,FILL,FILL,"I'm just back from a lovely two-week stay in Wales. I'm really pleased! According to my friends,",1937.8,NA,NA,NA,NQ
47,NA,28,114,fill,340,371.200001,289.8,434.8,529.099999,I bought food from,the oldest,market,"Morocco,",so I made some nice memories.,1,FILL,FILL,FILL,"I got home yesterday from a great holiday in Rabat. You won't believe it! Apparently,",2269.6,NA,NA,1905.6,1
47,NA,29,9,exp,308.09999999999997,259.29999999999995,326.6,319.29999999999995,286.5,Every,view,looked breathtaking,"in Japan,",so I had some deciding to do.,0,EXT-EM,EM,EXT,I was watching a vlog for inspiration for breathtaking views to enjoy in Japan and other countries.,3155,looked,breathtaking,NA,NQ
47,NA,30,10,exp,336.8,218.6,235.5,277.4,410.6,Every,canal,seemed lovely,"in Cardiff,",so I knew just where to go.,0,EXT-NEM,NEM,EXT,I was on a travel app researching lovely canals to explore in Gloucester and other cities.,2534.9,seemed,lovely,NA,NQ
47,NA,31,1,exp,425.5,213,240.1,244.10000000000002,327.7,Every,beach,looked beautiful,"in Spain,",so I decided to go there.,1,EXT-EM,EM,EXT,I was flicking through a holiday brochure to find beautiful beaches to visit in Spain and other countries.,15256.4,looked,beautiful,1631.8,1
47,NA,32,89,fill,429.5,193.90000099999997,218.6,218.70000000000002,241.400001,I had,the finest,seafood,"in Budapest,",so I really enjoyed it.,0,FILL,FILL,FILL,"I've just returned from a great holiday in Hungary. I was really shocked. Allegedly,",1550.6,NA,NA,NA,NQ
47,NA,33,97,fill,373.5,253.4,302.599999,354,335.5,I visited,the most historical,monument,"in Austria,",so it was a lovely time.,0,FILL,FILL,FILL,"I'm just back from a week-long trip in Salzburg. I'm really pleased! Allegedly,",1701.200001,NA,NA,NA,NQ
47,NA,34,44,exp,404.6,168.799999,254.9,358.8,435.40000000000003,Every,sight,in Berlin,"seemed picture-perfect,",so I had some deciding to do.,0,INT-NEM,NEM,INT,I was on a website trying to find picture-perfect sights to enjoy in Cairo and other cities.,2584.5,seemed,picture-perfect,NA,NQ
47,NA,35,79,fill,251.9,244.7,202,284.6,328.5,I tried,the best,ice-cream,"in Athens,",so I made some nice memories.,1,FILL,FILL,FILL,"I'm just back from a great holiday in Greece. I'm really pleased! According to locals,",1485.3,NA,NA,1541.5,1
47,NA,36,33,exp,302.5,222,290,273.6,469.90000100000003,Every,zoo,looked responsible,"in Thailand,",so there was plenty of choice.,0,EXT-EM,EM,EXT,I was watching a vlog for inspiration for responsible zoos to try out in Thailand and other countries.,2185.2,looked,responsible,NA,NQ
47,NA,37,101,fill,370,270.59999899999997,256.599999,275.8,445.7,I took a boat trip on,the deepest,lake,"in China,",so I made some nice memories.,1,FILL,FILL,FILL,"I've just returned from a well-earned break in Beijing. I was really shocked. Allegedly,",1967.8,NA,NA,2204,1
47,NA,38,113,fill,284.9,338.1,552.6999999999999,340.1,495,I got to explore,the most convoluted,caves,"in Spain,",so it was a lovely time.,0,FILL,FILL,FILL,"I've just returned from a lovely two-week stay in Tenerife. I was really shocked. Allegedly,",1886.8,NA,NA,NA,NQ
47,NA,39,66,fill,443.900001,271,344.40000100000003,318.7,528.5,I got to see,the greenest,park,"in Brussels,",so I made some nice memories.,0,FILL,FILL,FILL,"I got home yesterday from a well-earned break in Belgium. You won't believe it! Apparently,",1953.5,NA,NA,NA,NQ
47,NA,40,5,exp,457.20000100000004,262.400001,285.1,239.1,303.4,Every,market,looked exciting,"in Scotland,",so I knew just where to go.,0,EXT-EM,EM,EXT,I was reading a blog to get some ideas for exciting markets to explore in Scotland and other countries.,2559.2999999999997,looked,exciting,NA,NQ
47,NA,41,78,fill,342.2,358.09999999999997,307.700001,328.79999999999995,424.09999999999997,I drank from,the most well-known,fountain,"in Bern,",so it was a lovely time.,0,FILL,FILL,FILL,"I got home yesterday from a lovely two-week stay in Switzerland. You won't believe it! Apparently,",1978,NA,NA,NA,NQ
47,NA,42,59,exp,276.7,256.6,279,301.3,389.5,Every,trek,in Thailand,"looked challenging,",so I had some deciding to do.,1,INT-EM,EM,INT,I was reading a blog to get some ideas for challenging treks to enjoy in Thailand and other countries.,2052.400001,looked,challenging,1839.3,1
47,NA,43,75,fill,351,311.90000000000003,318.400001,352.2,451.5,I rented,the priciest,car available,"in Stockholm,",so I made some nice memories.,0,FILL,FILL,FILL,"I got home yesterday from a short vacation in Sweden. You won't believe it! According to locals,",1854.099999,NA,NA,NA,NQ
47,NA,44,23,exp,319.1,269.5,241.79999899999999,241.29999999999998,251.8,Every,cruise,in Finland,"looked idyllic,",so there was plenty of choice.,0,INT-EM,EM,INT,I was reading a blog to get some ideas for idyllic cruises to try out in Finland and other countries.,2337.2999999999997,looked,idyllic,NA,NQ
47,NA,45,61,fill,269,274.8,224.3,374.8,335.400001,I climbed,the tallest,building,"in New York,",so I'm glad I went.,0,FILL,FILL,FILL,"I'm just back from a well-earned break in the US. I'm really pleased! Allegedly,",1677.4,NA,NA,NA,NQ
