Participant,Age,TrialN,StimID,StimType,C1.RT,C2.RT,C3.RT,C4.RT,SPILL.RT,CHUNK1,CHUNK2,CHUNK3,CHUNK4,SPILL,CompAcc,Condition,RestrictorType,RestrictorPosition,Context,ContextRT,LOOK_SEEM,Adj,CompRT,has_comp
34,27,104,85,fill,195.89999999999998,180.10000000000002,201.9,186.4,247.79999999999998,I went up,the newest,skyscraper,"in Istanbul,",so I made some nice memories.,0,FILL,FILL,FILL,"I'm just back from a short vacation in Turkey. I'm really pleased! Allegedly,",1192.1,NA,NA,NA,NQ
34,27,105,109,fill,285.9,151.4,202.3,172.8,405,I went on,the most scenic,boat trip,"in Greece,",so I'm glad I went.,0,FILL,FILL,FILL,"I'm just back from a great holiday in Corfu. I'm really pleased! Allegedly,",1663.6,NA,NA,NA,NQ
34,27,106,18,exp,203.9,194.6,163.3,180.10000000000002,422.20000000000005,Every,café,seemed cute,"in Belfast,",so there was plenty of choice.,0,EXT-NEM,NEM,EXT,I was checking out a guidebook to find suggestions for cute cafés to try out in Glasgow and other cities.,1117.3,seemed,cute,NA,NQ
34,27,107,115,fill,247,202.3,161.89999999999998,185.1,397.5,I got to see,the biggest,Mosque minaret,"in Turkey,",so I really enjoyed it.,0,FILL,FILL,FILL,"I'm just back from a short vacation in Antalya. I'm really pleased! According to locals,",764.5,NA,NA,NA,NQ
34,27,108,90,fill,279.9,166,180.29999999999998,186.4,313.40000000000003,I ate,the nicest,cheese,"in Johannesburgh,",so it was a lovely time.,0,FILL,FILL,FILL,"I got home yesterday from a short vacation in South Africa. You won't believe it! Apparently,",758,NA,NA,NA,NQ
34,27,109,107,fill,229.4,179.60000000000002,188,179.10000000000002,461.9,I enjoyed,the cheapest,vegan food,"in India,",so I made some nice memories.,0,FILL,FILL,FILL,"I've just returned from a week-long trip in Delhi. I was really shocked. According to locals,",430.3,NA,NA,NA,NQ
34,27,110,47,exp,203.7,212.9,166.3,183.5,195.8,Every,chalet,in Denmark,"looked pleasant,",so I booked straightaway.,1,INT-EM,EM,INT,I was reading a blog to get some ideas for pleasant chalets to stay at in Denmark and other countries.,698.5,looked,pleasant,1771.6000000000001,1
34,27,111,55,exp,212.5,178.7,181.60000000000002,178.5,435.59999999999997,Every,forest,in Austria,"looked sprawling,",so I knew just where to go.,1,INT-EM,EM,INT,I was flicking through a holiday brochure to find sprawling forests to explore in Austria and other countries.,893.5,looked,sprawling,1702.3,1
34,27,112,58,exp,184.79999999999998,162.5,179.79999999999998,167.6,195.39999999999998,Every,bistro,seemed popular,"in Tokyo,",so there was plenty of choice.,0,EXT-NEM,NEM,EXT,I was on a travel app researching popular bistros to try out in Leeds and other cities.,692.8,seemed,popular,NA,NQ
34,27,113,44,exp,185.29999999999998,182.4,179.5,171.1,450.5,Every,sight,in Berlin,"seemed picture-perfect,",so I had some deciding to do.,0,INT-NEM,NEM,INT,I was on a website trying to find picture-perfect sights to enjoy in Cairo and other cities.,790.6,seemed,picture-perfect,NA,NQ
34,27,114,103,fill,175.2,182.2,182.7,170.3,404,I bought,the most fashionable,jacket,"in Russia,",so it was a lovely time.,1,FILL,FILL,FILL,"I'm just back from a lovely two-week stay in St. Petersburg. I'm really pleased! According to locals,",876.3,NA,NA,1372,1
34,27,115,5,exp,180,178,162,180.79999999999998,246.9,Every,market,looked exciting,"in Scotland,",so I knew just where to go.,0,EXT-EM,EM,EXT,I was reading a blog to get some ideas for exciting markets to explore in Scotland and other countries.,450.40000000000003,looked,exciting,NA,NQ
34,27,116,71,fill,199.4,198.3,178.7,415.9,377.8,I was staying in,the most modern,appartment block,"in Shanghai,",so it was a lovely time.,1,FILL,FILL,FILL,"I've just returned from a well-earned break in China. I was really shocked. According to locals,",701.0999999999999,NA,NA,1372.4,1
34,27,117,106,fill,185.79999999999998,172.1,184.29999999999998,181.4,186.1,I did,the most difficult,trek,"in Brazil,",so it was a lovely time.,0,FILL,FILL,FILL,"I'm just back from a well-earned break in Rio de Janeiro. I'm really pleased! Apparently,",810,NA,NA,NA,NQ
34,27,118,70,fill,197,161.3,184.79999999999998,187.4,169,I ate at,the poshest,restaurant,"in Helsinki,",so I really enjoyed it.,0,FILL,FILL,FILL,"I'm just back from a short vacation in Finland. I'm really pleased! Apparently,",892.5999999999999,NA,NA,NA,NQ
34,27,119,3,exp,261.40000000000003,182.4,168,363.70000000000005,135.3,Every,restaurant,in Italy,"looked fancy,",so there was plenty of choice.,0,INT-EM,EM,INT,I was watching a vlog for inspiration for fancy restaurants to try out in Italy and other countries.,393.6,looked,fancy,NA,NQ
34,27,120,24,exp,199.7,165.20000000000002,168.8,197.2,411.4,Every,getaway,in Prague,"seemed romantic,",so I had some deciding to do.,0,INT-NEM,NEM,INT,I was checking out a guidebook to find suggestions for romantic getaways to enjoy in Amsterdam and other cities.,500.6,seemed,romantic,NA,NQ
23,32,1,80,fill,415.4,398.8,325.79999999999995,460.2,721.7,I got to enjoy,the tastiest,curry,"in Bogotá,",so I really enjoyed it.,0,FILL,FILL,FILL,"I've just returned from a short vacation in Colombia. I was really shocked. According to my friends,",1977.5,NA,NA,NA,NQ
23,32,2,102,fill,868.8000000000001,533.1,459.9,465.3,868.5,I got to taste,the most authentic,gelato,"in Canada,",so I really enjoyed it.,0,FILL,FILL,FILL,"I got home yesterday from a week-long trip in Ottawa. You won't believe it! Apparently,",1898.5,NA,NA,NA,NQ
23,32,3,107,fill,418.1,1052.2,734,449.5,1891.8,I enjoyed,the cheapest,vegan food,"in India,",so I made some nice memories.,0,FILL,FILL,FILL,"I've just returned from a week-long trip in Delhi. I was really shocked. According to locals,",1898.8,NA,NA,NA,NQ
23,32,4,88,fill,539.8,515.1,388.90000000000003,710.9,1083.6,I got to stay in,the least well-known,area,"in Swansea,",so I made some nice memories.,0,FILL,FILL,FILL,"I'm just back from a lovely two-week stay in Wales. I'm really pleased! According to my friends,",2042.6000000000001,NA,NA,NA,NQ
23,32,5,68,fill,410.7,334.5,350.9,356.5,832,I rode,the fastest,train,"in Rotterdam,",so I'm glad I went.,0,FILL,FILL,FILL,"I've just returned from a lovely two-week stay in The Netherlands. I was really shocked. According to my friends,",2177.5,NA,NA,NA,NQ
23,32,6,39,exp,666.6999999999999,267.2,376.59999999999997,685.6,1568.4,Every,lake,looked pristine,"in Slovakia,",so I had some deciding to do.,0,EXT-NEM,NEM,EXT,I was watching a vlog for inspiration for pristine lakes to enjoy in Australia and other countries.,1987.9,looked,pristine,NA,NQ
23,32,7,85,fill,425.3,315.40000000000003,352.8,398.7,678.4,I went up,the newest,skyscraper,"in Istanbul,",so I made some nice memories.,0,FILL,FILL,FILL,"I'm just back from a short vacation in Turkey. I'm really pleased! Allegedly,",2625.3,NA,NA,NA,NQ
23,32,8,81,fill,337.5,551.2,481.9,698.8,615.3,I visited,the most ancient,temple,"in Bangkok,",so it was a lovely time.,0,FILL,FILL,FILL,"I got home yesterday from a well-earned break in Thailand. You won't believe it! Allegedly,",1727.1000000000001,NA,NA,NA,NQ
23,32,9,5,exp,1288.3,326.90000000000003,391.90000000000003,728,867,Every,market,in Portugal,"looked exciting,",so I knew just where to go.,0,INT-NEM,NEM,INT,I was reading a blog to get some ideas for exciting markets to explore in Scotland and other countries.,3988.7999999999997,looked,exciting,NA,NQ
23,32,10,117,fill,475.5,1110.5,358.5,370,604.3,I went to a gig by,the most famous,band,"in Ireland,",so I made some nice memories.,0,FILL,FILL,FILL,"I got home yesterday from a week-long trip in Galway. You won't believe it! Allegedly,",2348.8,NA,NA,NA,NQ
23,32,11,47,exp,383.90000000000003,319.2,403.9,400,1624.8,Every,chalet,looked pleasant,"in Turkey,",so I booked straightaway.,1,EXT-NEM,NEM,EXT,I was reading a blog to get some ideas for pleasant chalets to stay at in Denmark and other countries.,4732.5,looked,pleasant,2467.8,1
23,32,12,74,fill,465.5,448.6,368.8,411,537.3,I tasted,the most unique,beer,"in Melbourne,",so it was a lovely time.,0,FILL,FILL,FILL,"I've just returned from a great holiday in Australia. I was really shocked. Apparently,",1671.8,NA,NA,NA,NQ
23,32,13,83,fill,498.59999999999997,1110.8,548.6,1172.1999999999998,857.4000000000001,I rode,the biggest,rollercoaster,"in Malaga,",so I really enjoyed it.,1,FILL,FILL,FILL,"I've just returned from a lovely two-week stay in Spain. I was really shocked. According to locals,",2051.4,NA,NA,2348.8,1
23,32,14,21,exp,643.3,324.90000000000003,333.6,815.5,865.6,Every,building,in Finland,"looked unique,",so I decided to go there.,0,INT-NEM,NEM,INT,I was watching a vlog for inspiration for unique buildings to visit in Switzerland and other countries.,3271.3999999999996,looked,unique,NA,NQ
23,32,15,45,exp,871.1999999999999,315.3,315.2,487.59999999999997,748.6,Every,lighthouse,in Denmark,"looked magnificent,",so I knew just where to go.,0,INT-NEM,NEM,INT,I was watching a vlog for inspiration for magnificent lighthouses to explore in Mexico and other countries.,3523.7,looked,magnificent,NA,NQ
23,32,16,110,fill,840.4000000000001,998.7,1223.5,1184.7,1384.1000000000001,I got to see,the most romantic,sunsets,"in Colombia,",so it was a lovely time.,1,FILL,FILL,FILL,"I've just returned from a short vacation in Cartagena. I was really shocked. Apparently,",2515.8,NA,NA,2053.7000000000003,1
23,32,17,105,fill,394,290.6,266.2,1348.8,434.8,I went down,the fastest,waterslide,"in Sweden,",so I really enjoyed it.,1,FILL,FILL,FILL,"I got home yesterday from a short vacation in Gothenburg. You won't believe it! Allegedly,",4578.4000000000005,NA,NA,1632.1000000000001,1
23,32,18,26,exp,524.7,259.6,326.29999999999995,385.29999999999995,557.6,Every,bar,seemed lively,"in Prague,",so I decided to go there.,0,EXT-EM,EM,EXT,I was on a website trying to find lively bars to visit in Prague and other cities.,2266.7999999999997,seemed,lively,NA,NQ
23,32,19,94,fill,789,332.2,306.7,344.2,498.7,I paraglided over,the most beautiful,spot,"in Germany,",so it was a lovely time.,1,FILL,FILL,FILL,"I'm just back from a great holiday in Frankfurt. I'm really pleased! Apparently,",13828.300000000001,NA,NA,1734.6,1
23,32,20,113,fill,531.9000000000001,424,374.7,323.90000000000003,515.9,I got to explore,the most convoluted,caves,"in Spain,",so it was a lovely time.,0,FILL,FILL,FILL,"I've just returned from a lovely two-week stay in Tenerife. I was really shocked. Allegedly,",2017.1000000000001,NA,NA,NA,NQ
23,32,21,99,fill,415.2,283.5,402.8,486.5,466.1,I got to look around,the most well-established,museum,"in Scotland,",so I really enjoyed it.,1,FILL,FILL,FILL,"I got home yesterday from a great holiday in Dundee. You won't believe it! According to locals,",1736.3,NA,NA,1553.7,1
23,32,22,46,exp,816.3000000000001,316.09999999999997,327.29999999999995,477.2,676.3000000000001,Every,theatre,seemed historic,"in Berlin,",so I decided to go there.,0,EXT-EM,EM,EXT,I was on a travel app researching historic theatres to visit in Berlin and other cities.,2356.2,seemed,historic,NA,NQ
23,32,23,61,fill,636.3,595.0999999999999,372.40000000000003,373.3,573.8,I climbed,the tallest,building,"in New York,",so I'm glad I went.,0,FILL,FILL,FILL,"I'm just back from a well-earned break in the US. I'm really pleased! Allegedly,",3118.7999999999997,NA,NA,NA,NQ
23,32,24,75,fill,310.7,332,287,472.9,665.3,I rented,the priciest,car available,"in Stockholm,",so I made some nice memories.,0,FILL,FILL,FILL,"I got home yesterday from a short vacation in Sweden. You won't believe it! According to locals,",2333.1,NA,NA,NA,NQ
23,32,25,59,exp,501.09999999999997,300.70000000000005,315.40000000000003,333.5,655.1,Every,trek,looked challenging,"in Spain,",so I had some deciding to do.,1,EXT-NEM,NEM,EXT,I was reading a blog to get some ideas for challenging treks to enjoy in Thailand and other countries.,3778.5,looked,challenging,2003.4999999999998,1
23,32,26,36,exp,333.7,248.9,300.09999999999997,535.4,707.8,Every,place,in Los Angeles,"seemed awesome,",so I decided to go there.,0,INT-EM,EM,INT,I was checking out a guidebook to find suggestions for awesome places to visit in Los Angeles and other cities.,2178.1000000000004,seemed,awesome,NA,NQ
23,32,27,77,fill,398.8,233.7,282.1,853.4000000000001,590.3000000000001,I sunbathed,the longest,beach,"in Mumbai,",so I'm glad I went.,0,FILL,FILL,FILL,"I've just returned from a week-long trip in India. I was really shocked. Allegedly,",1741.8,NA,NA,NA,NQ
23,32,28,19,exp,398.6,282.2,505.29999999999995,778.1,622.7,Every,hike,looked scenic,"in Switzerland,",so I had some deciding to do.,0,EXT-NEM,NEM,EXT,I was flicking through a holiday brochure to find scenic hikes to enjoy in China and other countries.,2609.5,looked,scenic,NA,NQ
23,32,29,109,fill,324.1,367.20000000000005,426,450,584.5,I went on,the most scenic,boat trip,"in Greece,",so I'm glad I went.,0,FILL,FILL,FILL,"I'm just back from a great holiday in Corfu. I'm really pleased! Allegedly,",1525.8,NA,NA,NA,NQ
23,32,30,120,fill,368.8,444.6,421.5,706.5,603.1,I took,the most indirect,train journey,"in South Africa,",so I made some nice memories.,0,FILL,FILL,FILL,"I got home yesterday from a short vacation in Cape Town. You won't believe it! According to my friends,",2254.7000000000003,NA,NA,NA,NQ
23,32,31,65,fill,441.8,451.6,286.4,322.90000000000003,654.5999999999999,I'd booked in at,the oldest,B&B,"in York,",so it was a lovely time.,0,FILL,FILL,FILL,"I've just returned from a short vacation in England. I was really shocked. Allegedly,",1648.7,NA,NA,NA,NQ
23,32,32,33,exp,404.4,901.9000000000001,398.7,506.29999999999995,541.6,Every,zoo,in Sweden,"looked responsible,",so there was plenty of choice.,0,INT-NEM,NEM,INT,I was watching a vlog for inspiration for responsible zoos to try out in Thailand and other countries.,2737.8999999999996,looked,responsible,NA,NQ
23,32,33,9,exp,506,315.40000000000003,227.89999999999998,371.2,532.8000000000001,Every,view,in Slovenia,"looked breathtaking,",so I had some deciding to do.,0,INT-NEM,NEM,INT,I was watching a vlog for inspiration for breathtaking views to enjoy in Japan and other countries.,4227.4000000000005,looked,breathtaking,NA,NQ
23,32,34,112,fill,386.6,195,315.40000000000003,359.9,483.09999999999997,I ate,the best,sushi,"in Japan,",so I really enjoyed it.,0,FILL,FILL,FILL,"I'm just back from a week-long trip in Kyoto. I'm really pleased! According to my friends,",1906.1999999999998,NA,NA,NA,NQ
23,32,35,79,fill,405.8,316.90000000000003,460.3,394.5,2032.1,I tried,the best,ice-cream,"in Athens,",so I made some nice memories.,1,FILL,FILL,FILL,"I'm just back from a great holiday in Greece. I'm really pleased! According to locals,",1741.4,NA,NA,1870.1000000000001,1
23,32,36,8,exp,598.8,341.4,298.59999999999997,448.6,683.4,Every,hotel,in Rome,"seemed luxurious,",so there was plenty of choice.,0,INT-EM,EM,INT,I was on a website trying to find luxurious hotels to try out in Rome and other cities.,1700.3,seemed,luxurious,NA,NQ
23,32,37,17,exp,358.09999999999997,234.5,265.6,620.1,524.3,Every,guesthouse,in China,"looked old-fashioned,",so I booked straightaway.,0,INT-NEM,NEM,INT,I was reading a blog to get some ideas for old-fashioned guesthouses to stay at in France and other countries.,2894.4,looked,old-fashioned,NA,NQ
23,32,38,87,fill,415.4,498.59999999999997,633,635.8000000000001,533,I sailed down,the widest,river,"in Dublin,",so it was a lovely time.,1,FILL,FILL,FILL,"I got home yesterday from a week-long trip in Ireland. You won't believe it! According to locals,",1884,NA,NA,1471.6,1
23,32,39,49,exp,418.3,310.7,219.29999999999998,315.2,459.8,Every,fountain,in Canada,"looked impressive,",so I had some deciding to do.,1,INT-NEM,NEM,INT,I was flicking through a holiday brochure to find impressive fountains to enjoy in Turkey and other countries.,2753.6,looked,impressive,1575.9,1
23,32,40,115,fill,407,182,290.6,548.6999999999999,453.40000000000003,I got to see,the biggest,Mosque minaret,"in Turkey,",so I really enjoyed it.,0,FILL,FILL,FILL,"I'm just back from a short vacation in Antalya. I'm really pleased! According to locals,",1937.1000000000001,NA,NA,NA,NQ
23,32,41,12,exp,333.2,325.79999999999995,368.8,289.3,540.2,Every,B&B,in Cardiff,"seemed cheap,",so I booked straightaway.,0,INT-EM,EM,INT,I was checking out a guidebook to find suggestions for cheap B&Bs to stay at in Cardiff and other cities.,3335.1000000000004,seemed,cheap,NA,NQ
23,32,42,101,fill,471.8,283.6,360.8,436.5,628,I took a boat trip on,the deepest,lake,"in China,",so I made some nice memories.,1,FILL,FILL,FILL,"I've just returned from a well-earned break in Beijing. I was really shocked. Allegedly,",2217.2999999999997,NA,NA,1035.8,1
23,32,43,55,exp,336.3,250,248.79999999999998,299.9,585.5,Every,forest,looked sprawling,"in Greece,",so I knew just where to go.,1,EXT-NEM,NEM,EXT,I was flicking through a holiday brochure to find sprawling forests to explore in Austria and other countries.,3392.1,looked,sprawling,1543.1,1
23,32,44,43,exp,449.79999999999995,216.6,167.9,286.7,785.2,Every,delicacy,looked tasty,"in Mexico,",so there was plenty of choice.,0,EXT-NEM,NEM,EXT,I was flicking through a holiday brochure to find tasty delicacies to try out in Venezuela and other countries.,3615.4,looked,tasty,NA,NQ
23,32,45,57,exp,316.90000000000003,268.6,237.6,299.59999999999997,557.4,Every,farm,in Thailand,"looked eco-friendly,",so I booked straightaway.,0,INT-NEM,NEM,INT,I was watching a vlog for inspiration for eco-friendly farms to stay at in Greece and other countries.,5050.3,looked,eco-friendly,NA,NQ
23,32,46,106,fill,482,333.3,310.2,193.8,483.5,I did,the most difficult,trek,"in Brazil,",so it was a lovely time.,0,FILL,FILL,FILL,"I'm just back from a well-earned break in Rio de Janeiro. I'm really pleased! Apparently,",2810.5,NA,NA,NA,NQ
23,32,47,24,exp,350.2,202.2,303.4,258.2,615.3,Every,getaway,in Amsterdam,"seemed romantic,",so I had some deciding to do.,0,INT-EM,EM,INT,I was checking out a guidebook to find suggestions for romantic getaways to enjoy in Amsterdam and other cities.,4877,seemed,romantic,NA,NQ
23,32,48,98,fill,381.90000000000003,356.8,253.4,301.70000000000005,604.9,I was staying near,the oldest,university,"in The Netherlands,",so I made some nice memories.,0,FILL,FILL,FILL,"I've just returned from a lovely two-week stay in Utrecht. I was really shocked. Apparently,",1665.3,NA,NA,NA,NQ
23,32,49,13,exp,351.4,278.5,283,334.6,543.1,Every,campsite,in Peru,"looked picturesque,",so there was plenty of choice.,0,INT-NEM,NEM,INT,I was flicking through a holiday brochure to find picturesque campsites to try out in Germany and other countries.,2184.2999999999997,looked,picturesque,NA,NQ
23,32,50,67,fill,348.8,377.09999999999997,611.1,522.5,1223.8,I saw,the best views,views,"in Vienna,",so I really enjoyed it.,1,FILL,FILL,FILL,"I'm just back from a week-long trip in Austria. I'm really pleased! According to locals,",1768.8999999999999,NA,NA,2568.1,1
23,32,51,89,fill,418.4,467.6,311.09999999999997,339.5,521.7,I had,the finest,seafood,"in Budapest,",so I really enjoyed it.,0,FILL,FILL,FILL,"I've just returned from a great holiday in Hungary. I was really shocked. Allegedly,",1432,NA,NA,NA,NQ
23,32,52,44,exp,499.2,256.1,282.1,389.6,471.2,Every,sight,in Cairo,"seemed picture-perfect,",so I had some deciding to do.,0,INT-EM,EM,INT,I was on a website trying to find picture-perfect sights to enjoy in Cairo and other cities.,1665.6,seemed,picture-perfect,NA,NQ
23,32,53,42,exp,356.4,178.60000000000002,198.7,455,433.3,Every,barge,seemed spacious,"in Krakow,",so I booked straightaway.,0,EXT-EM,EM,EXT,I was checking out a guidebook to find suggestions for spacious barges to stay at in Krakow and other cities.,2453,seemed,spacious,NA,NQ
23,32,54,60,exp,332.7,302.70000000000005,922.8,319.29999999999995,432.3,Every,neighbourhood,in Tokyo,"seemed bustling,",so I knew just where to go.,1,INT-EM,EM,INT,I was checking out a guidebook to find suggestions for bustling neighbourhoods to explore in Tokyo and other cities.,2334.1,seemed,bustling,944.1,1
