Participant,Age,TrialN,StimID,StimType,C1.RT,C2.RT,C3.RT,C4.RT,SPILL.RT,CHUNK1,CHUNK2,CHUNK3,CHUNK4,SPILL,CompAcc,ExceptiveType,MAXRestrType,MAXRestr,MENRestrType,MENRestr,Context,ContextRT,LOOK_SEEM,Condition,ExceptivePosition,EXCEPTIVE,CompRT,has_comp
45,30,65,28,exp,503.6,361,623.1999999999999,445.6,527,Every,eatery,except those in Warsaw,"seemed funky,",so I had some deciding to do.,0,MEN,vlog,in the vlog,city,in Warsaw,I was watching a vlog for inspiration for funky eateries to try out in Warsaw and other cities.,11550.1,seemed,PRE-MEN,PRE,except those in Warsaw,1829.8000000000002,1
45,30,66,46,exp,601,417.4,585.4,453.7,432.09999999999997,Every,theatre,except those in the brochure,"seemed historic,",so I had some deciding to do.,1,MAX,brochure,in the brochure,city,in Berlin,I was flicking through a holiday brochure to find historic theatres to visit in Berlin and other cities.,9870,seemed,PRE-MAX,PRE,except those in the brochure,1567.9,1
45,30,67,12,exp,468.1,389.6,398,382.79999999999995,413.9,Every,B&B,except those in Cardiff,"seemed cheap,",so I needed to do more research.,1,MEN,website,on the website,city,in Cardiff,I was on a website trying to find cheap B&Bs to stay at in Cardiff and other cities.,3664.4,seemed,PRE-MEN,PRE,except those in Cardiff,2050.5,1
45,30,68,48,exp,552.3000000000001,397.8,611.7,461.2,468,Every,castle,except those in Istanbul,"seemed well-maintained,",so I needed to do more research.,1,MEN,vlog,in the vlog,city,in Istanbul,I was watching a vlog for inspiration for well-maintained castles to try out in Istanbul and other cities.,3480.2,seemed,PRE-MEN,PRE,except those in Istanbul,1930.6000000000001,1
45,30,69,106,fill,667,703,704.4,497.8,531.5999999999999,I did,the most difficult,trek,"in Brazil,",so it was a lovely time.,1,FILL,country,in Rio de Janeiro,city,in Brazil,"I'm just back from a well-earned break in Rio de Janeiro. I'm really pleased! Apparently,",1924.8,NA,FILL,FILL,FILL,1423,1
45,30,70,55,exp,470.5,793.4,598.6,669.5,599.7,Every,forest,looked sprawling,"except those in the blog,",so I needed to do more research.,1,MAX,blog,in the blog,country,in Austria,I was reading a blog to get some ideas for sprawling forests to explore in Austria and other countries.,2685.8,looked,PST-MAX,PST,except those in the blog,2141.9,1
45,30,71,80,fill,642.5999999999999,866.4,529,770.3,584.4,I got to enjoy,the tastiest,curry,"in Bogotá,",so I really enjoyed it.,1,FILL,city,in Colombia,country,in Bogotá,"I've just returned from a short vacation in Colombia. I was really shocked. According to my friends,",2145.5,NA,FILL,FILL,FILL,1471.1000000000001,1
45,30,72,52,exp,498.59999999999997,421.09999999999997,596.9,490.4,515.1,Every,lodge,except those in Bangkok,"seemed inexpensive,",so I didn't know what to do.,1,MEN,website,on the website,city,in Bangkok,I was on a website trying to find inexpensive lodges to stay at in Bangkok and other cities.,2678.7000000000003,seemed,PRE-MEN,PRE,except those in Bangkok,1858.9,1
45,30,73,114,fill,506.8,486,398.5,414.3,719.5,I bought food from,the oldest,market,"in Morocco,",so I made some nice memories.,1,FILL,country,in Rabat,city,in Morocco,"I got home yesterday from a great holiday in Rabat. You won't believe it! Apparently,",4106.8,NA,FILL,FILL,FILL,1473.8,1
45,30,74,13,exp,440.3,425.09999999999997,364.5,382.79999999999995,357.20000000000005,Every,campsite,looked picturesque,"except those in Germany,",so I didn't know what to do.,1,MEN,vlog,in the vlog,country,in Germany,I was watching a vlog for inspiration for picturesque campsites to try out in Germany and other countries.,3108.2999999999997,looked,PST-MEN,PST,except those in Germany,1460.3,1
45,30,75,110,fill,575.5,551.6,512.4,400.5,432.8,I got to see,the most romantic,sunsets,"in Colombia,",so it was a lovely time.,1,FILL,country,in Cartagena,city,in Colombia,"I've just returned from a short vacation in Cartagena. I was really shocked. Apparently,",3026.5,NA,FILL,FILL,FILL,1889.2,1
45,30,76,19,exp,498.2,367.59999999999997,381.79999999999995,370.40000000000003,347.6,Every,hike,looked scenic,"except those on the app,",so I needed to do more research.,1,MAX,app,on the app,country,in China,I was on a travel app researching scenic hikes to enjoy in China and other countries.,2178.3,looked,PST-MAX,PST,except those on the app,1846.4,1
45,30,77,68,fill,583.5,356.3,438.7,353.4,318.5,I rode,the fastest,train,"in Rotterdam,",so I'm glad I went.,1,FILL,city,in The Netherlands,country,in Rotterdam,"I've just returned from a lovely two-week stay in The Netherlands. I was really shocked. According to my friends,",2387.9,NA,FILL,FILL,FILL,1112.8,1
45,30,78,82,fill,585.6,697.5,599.9,386.6,382.40000000000003,I swam in,the largest,swimming pool,"in Tokyo,",so I made some nice memories.,1,FILL,city,in Japan,country,in Tokyo,"I'm just back from a week-long trip in Japan. I'm really pleased! Apparently,",1521.1,NA,FILL,FILL,FILL,1010.4,1
45,30,79,11,exp,500.6,386.2,384.90000000000003,387.1,438.8,Every,village,looked quaint,"except those in the brochure,",so I didn't know what to do.,1,MAX,brochure,in the brochure,country,in Slovenia,I was flicking through a holiday brochure to find quaint vilages to visit in Slovenia and other countries.,2495.1,looked,PST-MAX,PST,except those in the brochure,1694.3,1
45,30,80,91,fill,394.8,416.4,461.8,484.09999999999997,602.3,I got to try,the most delicious,spaghetti,"in the US,",so I made some nice memories.,1,FILL,country,in Chicago,city,in the US,"I'm just back from a well-earned break in Chicago. I'm really pleased! According to locals,",2500,NA,FILL,FILL,FILL,1485.8,1
45,30,81,22,exp,350.4,332.3,599.3000000000001,390.29999999999995,516.5999999999999,Every,cottage,except those on the website,"seemed charming,",so I needed to do more research.,1,MAX,website,on the website,city,in Durham,I was on a website trying to find charming cottages to stay at in Durham and other cities.,4548.0999999999995,seemed,PRE-MAX,PRE,except those on the website,1686.3999999999999,1
45,30,82,39,exp,461.1,349.3,399.5,433.90000000000003,565.6,Every,lake,looked pristine,"except those on the app,",so I didn't know what to do.,1,MAX,app,on the app,country,in Australia,I was on a travel app researching pristine lakes to enjoy in Australia and other countries.,2769.4,looked,PST-MAX,PST,except those on the app,2012.6,1
45,30,83,86,fill,555,631.8000000000001,995.9,648.5999999999999,513.9,I walked across,the most famous,bridge,"in Lisbon,",so I really enjoyed it.,1,FILL,city,in Portugal,country,in Lisbon,"I've just returned from a well-earned break in Portugal. I was really shocked. Apparently,",1856,NA,FILL,FILL,FILL,1654.8,1
45,30,84,109,fill,522.3,643.2,499.90000000000003,550.6,631.9,I went on,the most scenic,boat trip,"in Greece,",so I'm glad I went.,1,FILL,country,in Corfu,city,in Greece,"I'm just back from a great holiday in Corfu. I'm really pleased! Allegedly,",4471.7,NA,FILL,FILL,FILL,1730.3,1
45,30,85,5,exp,465,437.3,476.1,411.4,416.9,Every,market,looked exciting,"except those in Scotland,",so I had some deciding to do.,1,MEN,blog,in the blog,country,in Scotland,I was reading a blog to get some ideas for exciting markets to explore in Scotland and other countries.,7287.9,looked,PST-MEN,PST,except those in Scotland,1672.9,1
45,30,86,10,exp,392.1,382.1,269.8,300.20000000000005,506.29999999999995,Every,canal,except those in the blog,"seemed lovely,",so I had some deciding to do.,1,MAX,blog,in the blog,city,in Gloucester,I was reading a blog to get some ideas for lovely canals to explore in Gloucester and other cities.,3782.9,seemed,PRE-MAX,PRE,except those in the blog,1690.1999999999998,1
45,30,87,31,exp,439.40000000000003,350.6,300.70000000000005,315.59999999999997,461.4,Every,bridge,looked amazing,"except those in the brochure,",so I didn't know what to do.,1,MAX,brochure,in the brochure,country,in Argentina,I was flicking through a holiday brochure to find amazing bridges to visit in Argentina and other countries.,19979.600000000002,looked,PST-MAX,PST,except those in the brochure,1300.3,1
45,30,88,98,fill,697.8,431.09999999999997,587.3000000000001,927.9,433.7,I was staying near,the oldest,university,"in The Netherlands,",so I made some nice memories.,1,FILL,country,in Utrecht,city,in The Netherlands,"I've just returned from a lovely two-week stay in Utrecht. I was really shocked. Apparently,",13730.5,NA,FILL,FILL,FILL,1472.3999999999999,1
45,30,89,51,exp,438,352.3,369.90000000000003,511.2,477.6,Every,brewery,looked exclusive,"except those in the brochure,",so I had some deciding to do.,1,MAX,brochure,in the brochure,country,in Canada,I was flicking through a holiday brochure to find exclusive breweries to visit in Canada and other countries.,3953.9,looked,PST-MAX,PST,except those in the brochure,1796.2,1
45,30,90,77,fill,564.5,456.6,433.90000000000003,458.3,368.3,I sunbathed,the longest,beach,"in Mumbai,",so I'm glad I went.,1,FILL,city,in India,country,in Mumbai,"I've just returned from a week-long trip in India. I was really shocked. Allegedly,",2313.5,NA,FILL,FILL,FILL,1038.6,1
45,30,91,74,fill,450.2,596.5,812.3000000000001,527,474.3,I tasted,the most unique,beer,"in Melbourne,",so it was a lovely time.,1,FILL,city,in Australia,country,in Melbourne,"I've just returned from a great holiday in Australia. I was really shocked. Apparently,",1420.9,NA,FILL,FILL,FILL,1073.6000000000001,1
45,30,92,104,fill,487.4,397.4,405.7,525.5,514.8000000000001,I got a room at,the fanciest,boutique hotel,"in Australia,",so I made some nice memories.,1,FILL,country,in Perth,city,in Australia,"I've just returned from a great holiday in Perth. I was really shocked. According to my friends,",3692.8,NA,FILL,FILL,FILL,1533.7,1
45,30,93,21,exp,428.09999999999997,403,365.59999999999997,300.9,376.40000000000003,Every,building,looked unique,"except those in Switzerland,",so I didn't know what to do.,1,MEN,brochure,in the brochure,country,in Switzerland,I was flicking through a holiday brochure to find unique buildings to visit in Switzerland and other countries.,5539.4,looked,PST-MEN,PST,except those in Switzerland,1896.2,1
45,30,94,120,fill,436.59999999999997,553.4,1041.3,503.2,355.3,I took,the most indirect,train journey,"in South Africa,",so I made some nice memories.,1,FILL,country,in Cape Town,city,in South Africa,"I got home yesterday from a short vacation in Cape Town. You won't believe it! According to my friends,",3030.6000000000004,NA,FILL,FILL,FILL,1297.7,1
45,30,95,45,exp,448.90000000000003,384.2,383.29999999999995,434.5,415.3,Every,lighthouse,looked magnificent,"except those in Mexico,",so I needed to do more research.,1,MEN,blog,in the blog,country,in Mexico,I was reading a blog to get some ideas for magnificent lighthouses to explore in Mexico and other countries.,5783.7,looked,PST-MEN,PST,except those in Mexico,1082,1
45,30,96,20,exp,475.6,482,359.09999999999997,503,447.40000000000003,Every,church,except those in Belfast,"seemed ornate,",so I had some deciding to do.,1,MEN,blog,in the blog,city,in Belfast,I was reading a blog to get some ideas for ornate churches to explore in Belfast and other cities.,2557.9,seemed,PRE-MEN,PRE,except those in Belfast,1373.6999999999998,1
45,30,97,47,exp,435.90000000000003,440.90000000000003,414.2,381.6,473.5,Every,chalet,looked pleasant,"except those on the website,",so I didn't know what to do.,1,MAX,website,on the website,country,in Denmark,I was on a website trying to find pleasant chalets to stay at in Denmark and other countries.,2550.8,looked,PST-MAX,PST,except those on the website,1523,1
45,30,98,1,exp,404.2,315.3,325.90000000000003,360.3,765.5,Every,beach,looked beautiful,"except those in Spain,",so I needed to do more research.,1,MEN,brochure,in the brochure,country,in Spain,I was flicking through a holiday brochure to find beautiful beaches to visit in Spain and other countries.,2357.1,looked,PST-MEN,PST,except those in Spain,1622.5,1
45,30,99,107,fill,373.8,388.29999999999995,437.7,377,513.1,I enjoyed,the cheapest,vegan food,"in India,",so I made some nice memories.,1,FILL,country,in Delhi,city,in India,"I've just returned from a week-long trip in Delhi. I was really shocked. According to locals,",2741.5,NA,FILL,FILL,FILL,2127.1,1
45,30,100,111,fill,546.4,561.9,670.6,705.4,584,I got to experience,the most vibrant,nightlife,"in Thailand,",so I made some nice memories.,1,FILL,country,in Phuket,city,in Thailand,"I got home yesterday from a well-earned break in Phuket. You won't believe it! According to locals,",3070.3999999999996,NA,FILL,FILL,FILL,1162.9,1
45,30,101,34,exp,509.6000000000001,378.8,550.4,397.5,432.5,Every,excursion,except those on the app,"seemed action-packed,",so I didn't know what to do.,1,MAX,app,on the app,city,in Bucharest,I was on a travel app researching action-packed excursions to enjoy in Bucharest and other cities.,2898.1,seemed,PRE-MAX,PRE,except those on the app,1519.3000000000002,1
45,30,102,66,fill,456.9,466.4,350.8,343.8,333.3,I got to see,the greenest,park,"in Brussels,",so I made some nice memories.,1,FILL,city,in Belgium,country,in Brussels,"I got home yesterday from a well-earned break in Belgium. You won't believe it! Apparently,",2499.8,NA,FILL,FILL,FILL,988.1999999999999,1
45,30,103,69,fill,864.1,497.3,476.5,478.1,768.2,I was able to take photos of,the rarest,bird,"in Aberdeen,",so I made some nice memories.,1,FILL,city,in Scotland,country,in Aberdeen,"I got home yesterday from a great holiday in Scotland. You won't believe it! Allegedly,",1478.9,NA,FILL,FILL,FILL,1474.1,1
45,30,104,49,exp,447.1,465.9,737.4000000000001,536.1,602.9,Every,fountain,looked impressive,"except those in Turkey,",so I didn't know what to do.,1,MEN,app,on the app,country,in Turkey,I was on a travel app researching impressive fountains to enjoy in Turkey and other countries.,1867.2,looked,PST-MEN,PST,except those in Turkey,2061.5,1
45,30,105,9,exp,458.7,422.20000000000005,603.1,855.1999999999999,611.9,Every,view,looked breathtaking,"except those in Japan,",so I needed to do more research.,1,MEN,app,on the app,country,in Japan,I was on a travel app researching breathtaking views to enjoy in Japan and other countries.,3749.5,looked,PST-MEN,PST,except those in Japan,1826.8,1
45,30,106,8,exp,465.6,337.8,370.3,399.6,481,Every,hotel,except those in Rome,"seemed luxurious,",so I didn't know what to do.,1,MEN,vlog,in the vlog,city,in Rome,I was watching a vlog for inspiration for luxurious hotels to try out in Rome and other cities.,2358.7,seemed,PRE-MEN,PRE,except those in Rome,2127.6000000000004,1
45,30,107,2,exp,418.1,379.2,566.6999999999999,416.3,394.2,Every,hostel,except those on the website,"seemed quirky,",so I had some deciding to do.,1,MAX,website,on the website,city,in London,I was on a website trying to find quirky hostels to stay at in London and other cities.,3474,seemed,PRE-MAX,PRE,except those on the website,1384,1
45,30,108,59,exp,424.70000000000005,366.09999999999997,618.9,592.9,422.5,Every,trek,looked challenging,"except those on the app,",so I had some deciding to do.,1,MAX,app,on the app,country,in Indonesia,I was on a travel app researching challenging treks to enjoy in Indonesia and other countries.,2769.2000000000003,looked,PST-MAX,PST,except those on the app,1684.8000000000002,1
45,30,109,89,fill,354.8,314.5,416.1,430.4,327.7,I had,the finest,seafood,"in Budapest,",so I really enjoyed it.,1,FILL,city,in Hungary,country,in Budapest,"I've just returned from a great holiday in Hungary. I was really shocked. Allegedly,",2365,NA,FILL,FILL,FILL,829.2,1
45,30,110,65,fill,412.6,521.5999999999999,511.8,600.1999999999999,550,I'd booked in at,the oldest,B&B,"in York,",so it was a lovely time.,1,FILL,city,in England,country,in York,"I've just returned from a short vacation in England. I was really shocked. Allegedly,",1205.5,NA,FILL,FILL,FILL,1188.9,1
45,30,111,16,exp,381.7,314.09999999999997,323,399.5,434.7,Every,gallery,except those in Venice,"seemed high-end,",so I didn't know what to do.,1,MEN,brochure,in the brochure,city,in Venice,I was flicking through a holiday brochure to find high-end galleries to visit in Venice and other cities.,3595.7,seemed,PRE-MEN,PRE,except those in Venice,1624.9,1
45,30,112,61,fill,422.4,414.6,328.90000000000003,521.5999999999999,383.7,I climbed,the tallest,building,"in New York,",so I'm glad I went.,1,FILL,city,in the US,country,in New York,"I'm just back from a well-earned break in the US. I'm really pleased! Allegedly,",1457,NA,FILL,FILL,FILL,1531.1,1
45,30,113,4,exp,495.7,346.3,388.40000000000003,374.5,370.8,Every,park,except those in Newcastle,"seemed nice,",so I needed to do more research.,1,MEN,app,on the app,city,in Newcastle,I was on a travel app researching nice parks to enjoy in Newcastle and other cities.,2431.2,seemed,PRE-MEN,PRE,except those in Newcastle,1379.1,1
45,30,114,100,fill,498.90000000000003,497.5,368.59999999999997,470.1,483.09999999999997,I arrived during,the best,time for skiing,"in Finland,",so I'm glad I went.,1,FILL,country,in Lapland,city,in Finland,"I'm just back from a short vacation in Lapland. I'm really pleased! According to my friends,",2981.6,NA,FILL,FILL,FILL,1318.8,1
45,30,115,41,exp,406.6,460,515.5,372.59999999999997,384.79999999999995,Every,waterfall,looked gorgeous,"except those in Slovakia,",so I had some deciding to do.,1,MEN,brochure,in the brochure,country,in Slovakia,I was flicking through a holiday brochure to find gorgeous waterfalls to visit in Slovakia and other countries.,2720.2999999999997,looked,PST-MEN,PST,except those in Slovakia,1732.6,1
45,30,116,108,fill,414.7,516,415.6,374.40000000000003,432.7,I ordered,the most alcoholic,cocktail,"in Switzerland,",so I really enjoyed it.,1,FILL,country,in Zürich,city,in Switzerland,"I got home yesterday from a lovely two-week stay in Zürich. You won't believe it! According to my friends,",3329.2000000000003,NA,FILL,FILL,FILL,1778.6,1
45,30,117,44,exp,395.9,342.4,399.2,347.7,462.4,Every,sight,except those in Cairo,"seemed picture-perfect,",so I didn't know what to do.,1,MEN,app,on the app,city,in Cairo,I was on a travel app researching picture-perfect sights to enjoy in Cairo and other cities.,4749.6,seemed,PRE-MEN,PRE,except those in Cairo,1689,1
45,30,118,115,fill,544.1,403,919.4,462.8,662.6999999999999,I got to see,the biggest,Mosque minaret,"in Turkey,",so I really enjoyed it.,1,FILL,country,in Antalya,city,in Turkey,"I'm just back from a short vacation in Antalya. I'm really pleased! According to locals,",2608.7,NA,FILL,FILL,FILL,1243.5,1
45,30,119,99,fill,601.3,632.1,504.8,420.8,486.09999999999997,I got to look around,the most well-established,museum,"in Scotland,",so I really enjoyed it.,1,FILL,country,in Dundee,city,in Scotland,"I got home yesterday from a great holiday in Dundee. You won't believe it! According to locals,",3026.6000000000004,NA,FILL,FILL,FILL,1266.3999999999999,1
45,30,120,53,exp,557.6,343.9,316.5,381.1,391.1,Every,rollercoaster,looked thrilling,"except those in Belgium,",so I needed to do more research.,1,MEN,vlog,in the vlog,country,in Belgium,I was watching a vlog for inspiration for thrilling rollercoasters to try out in Belgium and other countries.,2701.2999999999997,looked,PST-MEN,PST,except those in Belgium,1786.2,1
39,24,1,7,exp,694.1,472.5,645.5999999999999,905.5999999999999,1700.7,Every,museum,looked cool,"except those in Portugal,",so I had some deciding to do.,1,MEN,website,on the website,country,in Portugal,I was on a website trying to find cool museums to visit in Portugal and other countries.,4951.6,looked,PST-MEN,PST,except those in Portugal,3603.8,1
39,24,2,98,fill,659.9000000000001,584.7,578.0999999999999,583.9,1313.3999999999999,I was staying near,the oldest,university,"in The Netherlands,",so I made some nice memories.,1,FILL,country,in Utrecht,city,in The Netherlands,"I've just returned from a lovely two-week stay in Utrecht. I was really shocked. Apparently,",6263.9,NA,FILL,FILL,FILL,1969.8,1
39,24,3,22,exp,983.8,474.3,617.1999999999999,540.2,1033.6000000000001,Every,cottage,except those in Durham,"seemed charming,",so I needed to do more research.,1,MEN,website,on the website,city,in Durham,I was on a website trying to find charming cottages to stay at in Durham and other cities.,2620.2999999999997,seemed,PRE-MEN,PRE,except those in Durham,2906.1,1
39,24,4,82,fill,451.79999999999995,417.4,450.7,475.9,633.7,I swam in,the largest,swimming pool,"in Tokyo,",so I made some nice memories.,1,FILL,city,in Japan,country,in Tokyo,"I'm just back from a week-long trip in Japan. I'm really pleased! Apparently,",2005.1999999999998,NA,FILL,FILL,FILL,3325.1,1
39,24,5,55,exp,1004,548.1,494.3,648.1,684.2,Every,forest,looked sprawling,"except those in Austria,",so I needed to do more research.,1,MEN,blog,in the blog,country,in Austria,I was reading a blog to get some ideas for sprawling forests to explore in Austria and other countries.,6175.8,looked,PST-MEN,PST,except those in Austria,4083,1
39,24,6,41,exp,393.2,401.1,498.5,460.5,873.9,Every,waterfall,looked gorgeous,"except those in the brochure,",so I had some deciding to do.,1,MAX,brochure,in the brochure,country,in Slovakia,I was flicking through a holiday brochure to find gorgeous waterfalls to visit in Slovakia and other countries.,4231.5,looked,PST-MAX,PST,except those in the brochure,2079.2000000000003,1
39,24,7,99,fill,870.4,851.6,627.8000000000001,679.9,700,I got to look around,the most well-established,museum,"in Scotland,",so I really enjoyed it.,1,FILL,country,in Dundee,city,in Scotland,"I got home yesterday from a great holiday in Dundee. You won't believe it! According to locals,",3040.2,NA,FILL,FILL,FILL,2007.4,1
39,24,8,51,exp,430.3,397.7,444.7,827.5,1144.1,Every,brewery,looked exclusive,"except those in Canada,",so I had some deciding to do.,1,MEN,brochure,in the brochure,country,in Canada,I was flicking through a holiday brochure to find exclusive breweries to visit in Canada and other countries.,6729.8,looked,PST-MEN,PST,except those in Canada,2546.1,1
39,24,9,36,exp,468.2,400.2,899.7,457.6,1100.2,Every,place,except those in the brochure,"seemed awesome,",so I had some deciding to do.,1,MAX,brochure,in the brochure,city,in Los Angeles,I was flicking through a holiday brochure to find awesome places to visit in Los Angeles and other cities.,5187.5,seemed,PRE-MAX,PRE,except those in the brochure,1770,1
39,24,10,5,exp,536.9000000000001,477.4,601.5,594.0999999999999,797.6999999999999,Every,market,looked exciting,"except those in the blog,",so I had some deciding to do.,1,MAX,blog,in the blog,country,in Scotland,I was reading a blog to get some ideas for exciting markets to explore in Scotland and other countries.,4282.6,looked,PST-MAX,PST,except those in the blog,2015.8999999999999,1
39,24,11,32,exp,524.5999999999999,400.2,594.5,664.2,811.5,Every,apartment,except those on the website,"seemed wonderful,",so I needed to do more research.,1,MAX,website,on the website,city,in Madrid,I was on a website trying to find wonderful apartments to stay at in Madrid and other cities.,2370.1,seemed,PRE-MAX,PRE,except those on the website,2177.7000000000003,1
39,24,12,107,fill,467.1,450.79999999999995,524.1,453.90000000000003,770,I enjoyed,the cheapest,vegan food,"in India,",so I made some nice memories.,1,FILL,country,in Delhi,city,in India,"I've just returned from a week-long trip in Delhi. I was really shocked. According to locals,",3620.6,NA,FILL,FILL,FILL,2306.2,1
39,24,13,26,exp,487,371.5,596.3000000000001,477.9,598.5,Every,bar,except those in Prague,"seemed lively,",so I didn't know what to do.,1,MEN,brochure,in the brochure,city,in Prague,I was flicking through a holiday brochure to find lively bars to visit in Prague and other cities.,4654,seemed,PRE-MEN,PRE,except those in Prague,1335.7,1
39,24,14,75,fill,602.7,754.4,611.9,698.6999999999999,1294,I rented,the priciest,car available,"in Stockholm,",so I made some nice memories.,1,FILL,city,in Sweden,country,in Stockholm,"I got home yesterday from a short vacation in Sweden. You won't believe it! According to locals,",3492.7000000000003,NA,FILL,FILL,FILL,1856,1
39,24,15,46,exp,400.8,369,480,478,1031.8,Every,theatre,except those in Berlin,"seemed historic,",so I had some deciding to do.,1,MEN,brochure,in the brochure,city,in Berlin,I was flicking through a holiday brochure to find historic theatres to visit in Berlin and other cities.,4281.2,seemed,PRE-MEN,PRE,except those in Berlin,2215.3999999999996,1
39,24,16,52,exp,561.3000000000001,367.09999999999997,505.6,517.2,605.8,Every,lodge,except those on the website,"seemed inexpensive,",so I didn't know what to do.,1,MAX,website,on the website,city,in Bangkok,I was on a website trying to find inexpensive lodges to stay at in Bangkok and other cities.,8951.5,seemed,PRE-MAX,PRE,except those on the website,2052.7000000000003,1
39,24,17,13,exp,408,385.1,417.1,448.5,485.4,Every,campsite,looked picturesque,"except those in the vlog,",so I didn't know what to do.,1,MAX,vlog,in the vlog,country,in Germany,I was watching a vlog for inspiration for picturesque campsites to try out in Germany and other countries.,3504,looked,PST-MAX,PST,except those in the vlog,2226.7999999999997,1
39,24,18,19,exp,486.5,369.7,338.3,600.6,633.8000000000001,Every,hike,looked scenic,"except those in China,",so I needed to do more research.,1,MEN,app,on the app,country,in China,I was on a travel app researching scenic hikes to enjoy in China and other countries.,12656.5,looked,PST-MEN,PST,except those in China,1566.8,1
39,24,19,58,exp,423.9,326,472.2,534.1,702.2,Every,bistro,except those in Leeds,"seemed popular,",so I needed to do more research.,0,MEN,vlog,in the vlog,city,in Leeds,I was watching a vlog for inspiration for popular bistros to try out in Leeds and other cities.,6157.7,seemed,PRE-MEN,PRE,except those in Leeds,2960.7999999999997,1
39,24,20,20,exp,463.1,405.4,501.2,545,537.6999999999999,Every,church,except those in the blog,"seemed ornate,",so I had some deciding to do.,1,MAX,blog,in the blog,city,in Belfast,I was reading a blog to get some ideas for ornate churches to explore in Belfast and other cities.,12839.2,seemed,PRE-MAX,PRE,except those in the blog,1370,1
39,24,21,4,exp,459.8,361.20000000000005,440.90000000000003,390.6,516.9,Every,park,except those on the app,"seemed nice,",so I needed to do more research.,1,MAX,app,on the app,city,in Newcastle,I was on a travel app researching nice parks to enjoy in Newcastle and other cities.,5233.1,seemed,PRE-MAX,PRE,except those on the app,1328.1000000000001,1
39,24,22,70,fill,461.2,427.4,761.4,568.4,864.7,I ate at,the poshest,restaurant,"in Helsinki,",so I really enjoyed it.,1,FILL,city,in Finland,country,in Helsinki,"I'm just back from a short vacation in Finland. I'm really pleased! Apparently,",1844.2,NA,FILL,FILL,FILL,1573.3,1
39,24,23,106,fill,749,466.1,489,549.6,516.2,I did,the most difficult,trek,"in Brazil,",so it was a lovely time.,1,FILL,country,in Rio de Janeiro,city,in Brazil,"I'm just back from a well-earned break in Rio de Janeiro. I'm really pleased! Apparently,",2845,NA,FILL,FILL,FILL,1743.4,1
39,24,24,104,fill,460.5,411.1,412.7,441.09999999999997,678.5,I got a room at,the fanciest,boutique hotel,"in Australia,",so I made some nice memories.,1,FILL,country,in Perth,city,in Australia,"I've just returned from a great holiday in Perth. I was really shocked. According to my friends,",3229.2000000000003,NA,FILL,FILL,FILL,1345.5,1
39,24,25,44,exp,465.5,380.90000000000003,477.6,439.2,533.5,Every,sight,except those on the app,"seemed picture-perfect,",so I didn't know what to do.,1,MAX,app,on the app,city,in Cairo,I was on a travel app researching picture-perfect sights to enjoy in Cairo and other cities.,3295.3,seemed,PRE-MAX,PRE,except those on the app,1736.3999999999999,1
39,24,26,116,fill,389.40000000000003,439.8,437.40000000000003,419.59999999999997,482,I was lucky enough to try,the finest,wine,"in Portugal,",so I'm glad I went.,1,FILL,country,in Madeira,city,in Portugal,"I've just returned from a well-earned break in Madeira. I was really shocked. According to my friends,",2406.7,NA,FILL,FILL,FILL,1465.7,1
39,24,27,101,fill,600.1999999999999,447.5,461.7,521.7,515.7,I took a boat trip on,the deepest,lake,"in China,",so I made some nice memories.,1,FILL,country,in Beijing,city,in China,"I've just returned from a well-earned break in Beijing. I was really shocked. Allegedly,",1824.2,NA,FILL,FILL,FILL,1319.9,1
39,24,28,53,exp,434.40000000000003,449,398.4,397.3,555.9,Every,rollercoaster,looked thrilling,"except those in the vlog,",so I needed to do more research.,1,MAX,vlog,in the vlog,country,in Belgium,I was watching a vlog for inspiration for thrilling rollercoasters to try out in Belgium and other countries.,4916.4000000000005,looked,PST-MAX,PST,except those in the vlog,1443.4,1
39,24,29,21,exp,374.7,326.79999999999995,456.7,550.3,589.8,Every,building,looked unique,"except those in the brochure,",so I didn't know what to do.,1,MAX,brochure,in the brochure,country,in Switzerland,I was flicking through a holiday brochure to find unique buildings to visit in Switzerland and other countries.,12956.699999999999,looked,PST-MAX,PST,except those in the brochure,1733.8,1
39,24,30,8,exp,633.3,350.9,524.4,615.9,591.4000000000001,Every,hotel,except those in the vlog,"seemed luxurious,",so I didn't know what to do.,1,MAX,vlog,in the vlog,city,in Rome,I was watching a vlog for inspiration for luxurious hotels to try out in Rome and other cities.,2551.6,seemed,PRE-MAX,PRE,except those in the vlog,2011.8,1
39,24,31,67,fill,446.79999999999995,364.9,429.59999999999997,1802.6,642.1,I saw,the best views,views,"in Vienna,",so I really enjoyed it.,1,FILL,city,in Austria,country,in Vienna,"I'm just back from a week-long trip in Austria. I'm really pleased! According to locals,",2497.7,NA,FILL,FILL,FILL,1665.2,1
39,24,32,57,exp,433.5,399.7,443.79999999999995,456.3,469,Every,farm,looked eco-friendly,"except those on the website,",so I didn't know what to do.,1,MAX,website,on the website,country,in Greece,I was on a website trying to find eco-friendly farms to stay at in Greece and other countries.,4933.6,looked,PST-MAX,PST,except those on the website,1750.3999999999999,1
