Participant,Age,TrialN,StimID,StimType,C1.RT,C2.RT,C3.RT,C4.RT,SPILL.RT,CHUNK1,CHUNK2,CHUNK3,CHUNK4,SPILL,CompAcc,ExceptiveType,MAXRestrType,MAXRestr,MENRestrType,MENRestr,Context,ContextRT,LOOK_SEEM,Condition,ExceptivePosition,EXCEPTIVE,CompRT,has_comp
52,21,101,42,exp,343.6,310.40000000000003,457.9,434.2,470.2,Every,barge,except those in Krakow,"seemed spacious,",so I didn't know what to do.,1,MEN,website,on the website,city,in Krakow,I was on a website trying to find spacious barges to stay at in Krakow and other cities.,2528.9,seemed,PRE-MEN,PRE,except those in Krakow,1146.1,1
52,21,102,44,exp,397.4,303.9,634.6,858.1999999999999,910.8000000000001,Every,sight,except those on the app,"seemed picture-perfect,",so I didn't know what to do.,1,MAX,app,on the app,city,in Cairo,I was on a travel app researching picture-perfect sights to enjoy in Cairo and other cities.,3817.2000000000003,seemed,PRE-MAX,PRE,except those on the app,937.3000000000001,1
52,21,103,107,fill,291.3,329,393.1,342.3,459.9,I enjoyed,the cheapest,vegan food,"in India,",so I made some nice memories.,1,FILL,country,in Delhi,city,in India,"I've just returned from a week-long trip in Delhi. I was really shocked. According to locals,",2116.4,NA,FILL,FILL,FILL,1051.3999999999999,1
52,21,104,60,exp,480.8,311.7,311.90000000000003,544.4,600.8,Every,neighbourhood,except those in the blog,"seemed bustling,",so I didn't know what to do.,1,MAX,blog,in the blog,city,in Tokyo,I was reading a blog to get some ideas for bustling neighbourhoods to explore in Tokyo and other cities.,2943.4,seemed,PRE-MAX,PRE,except those in the blog,1106.4,1
52,21,105,106,fill,335.1,333.8,317.59999999999997,312.40000000000003,643.5999999999999,I did,the most difficult,trek,"in Brazil,",so it was a lovely time.,1,FILL,country,in Rio de Janeiro,city,in Brazil,"I'm just back from a well-earned break in Rio de Janeiro. I'm really pleased! Apparently,",2085.3,NA,FILL,FILL,FILL,1150.1999999999998,1
52,21,106,7,exp,622.6,369.8,374.5,589.4000000000001,647.2,Every,museum,looked cool,"except those in Portugal,",so I had some deciding to do.,1,MEN,website,on the website,country,in Portugal,I was on a website trying to find cool museums to visit in Portugal and other countries.,2089.6,looked,PST-MEN,PST,except those in Portugal,1589.6999999999998,1
52,21,107,36,exp,391.40000000000003,267.79999999999995,549.6999999999999,443.6,545.3,Every,place,except those in the brochure,"seemed awesome,",so I had some deciding to do.,1,MAX,brochure,in the brochure,city,in Los Angeles,I was flicking through a holiday brochure to find awesome places to visit in Los Angeles and other cities.,3423,seemed,PRE-MAX,PRE,except those in the brochure,743,1
52,21,108,55,exp,327,346.2,366.4,550.2,547.1,Every,forest,looked sprawling,"except those in Austria,",so I needed to do more research.,1,MEN,blog,in the blog,country,in Austria,I was reading a blog to get some ideas for sprawling forests to explore in Austria and other countries.,2773.6,looked,PST-MEN,PST,except those in Austria,1739.8,1
52,21,109,86,fill,384.2,343.2,351.4,388.79999999999995,486.59999999999997,I walked across,the most famous,bridge,"in Lisbon,",so I really enjoyed it.,1,FILL,city,in Portugal,country,in Lisbon,"I've just returned from a well-earned break in Portugal. I was really shocked. Apparently,",2050.2,NA,FILL,FILL,FILL,1367.3,1
52,21,110,110,fill,326,284.3,353.9,386.1,691,I got to see,the most romantic,sunsets,"in Colombia,",so it was a lovely time.,1,FILL,country,in Cartagena,city,in Colombia,"I've just returned from a short vacation in Cartagena. I was really shocked. Apparently,",2058.6000000000004,NA,FILL,FILL,FILL,806.8,1
52,21,111,38,exp,370,308.7,262.2,453.90000000000003,559.6,Every,pub,except those in Perth,"seemed cosy,",so I had some deciding to do.,1,MEN,vlog,in the vlog,city,in Perth,I was watching a vlog for inspiration for cosy pubs to try out in Perth and other cities.,2332.5,seemed,PRE-MEN,PRE,except those in Perth,1082.5,1
52,21,112,22,exp,301,285,323.1,407.7,478.1,Every,cottage,except those in Durham,"seemed charming,",so I needed to do more research.,1,MEN,website,on the website,city,in Durham,I was on a website trying to find charming cottages to stay at in Durham and other cities.,2583.6,seemed,PRE-MEN,PRE,except those in Durham,672.3,1
52,21,113,64,fill,306.90000000000003,313.90000000000003,255.5,333.5,343.5,I stayed at,the most luxurious,hotel,"in Berlin,",so I really enjoyed it.,1,FILL,city,in Germany,country,in Berlin,"I'm just back from a great holiday in Germany. I'm really pleased! According to my friends,",1944.3999999999999,NA,FILL,FILL,FILL,883.5,1
52,21,114,103,fill,359.70000000000005,493.70000000000005,489.5,432.90000000000003,467.1,I bought,the most fashionable,jacket,"in Russia,",so it was a lovely time.,1,FILL,country,in St. Petersburg,city,in Russia,"I'm just back from a lovely two-week stay in St. Petersburg. I'm really pleased! According to locals,",2207.6,NA,FILL,FILL,FILL,772.4,1
52,21,115,61,fill,293.3,320.2,300.8,338,391.2,I climbed,the tallest,building,"in New York,",so I'm glad I went.,1,FILL,city,in the US,country,in New York,"I'm just back from a well-earned break in the US. I'm really pleased! Allegedly,",1683.3,NA,FILL,FILL,FILL,1008,1
52,21,116,65,fill,357,334.1,283.7,293.8,367.09999999999997,I'd booked in at,the oldest,B&B,"in York,",so it was a lovely time.,1,FILL,city,in England,country,in York,"I've just returned from a short vacation in England. I was really shocked. Allegedly,",1472.1,NA,FILL,FILL,FILL,1400.1999999999998,1
52,21,117,39,exp,308.09999999999997,300.5,267.90000000000003,338.4,417.1,Every,lake,looked pristine,"except those in Australia,",so I didn't know what to do.,1,MEN,app,on the app,country,in Australia,I was on a travel app researching pristine lakes to enjoy in Australia and other countries.,2440.7999999999997,looked,PST-MEN,PST,except those in Australia,888.8000000000001,1
52,21,118,27,exp,285.7,235.6,243.60000000000002,285,511.70000000000005,Every,cabin,looked peaceful,"except those in Poland,",so I needed to do more research.,1,MEN,website,on the website,country,in Poland,I was on a website trying to find peaceful cabins to stay at in Poland and other countries.,1900.1,looked,PST-MEN,PST,except those in Poland,702.6,1
52,21,119,6,exp,353.6,296.4,317,438.8,428.4,Every,monument,except those in Edinburgh,"seemed interesting,",so I didn't know what to do.,1,MEN,brochure,in the brochure,city,in Edinburgh,I was flicking through a holiday brochure to find interesting monuments to visit in Edinburgh and other cities.,2667.7,seemed,PRE-MEN,PRE,except those in Edinburgh,741,1
52,21,120,100,fill,277.1,300.3,337.1,417.8,367.5,I arrived during,the best,time for skiing,"in Finland,",so I'm glad I went.,1,FILL,country,in Lapland,city,in Finland,"I'm just back from a short vacation in Lapland. I'm really pleased! According to my friends,",1916.9,NA,FILL,FILL,FILL,879.9,1
11,NA,1,96,fill,326.79999999999995,399.8,328.7,430.8,530.2,I drank at,the trendiest,bar,"in Belgium,",so I really enjoyed it.,1,FILL,country,in Bruges,city,in Belgium,"I got home yesterday from a well-earned break in Bruges. You won't believe it! According to my friends,",3359.7999999999997,NA,FILL,FILL,FILL,1473.2,1
11,NA,2,63,fill,366.70000000000005,306.5,340,323.90000000000003,591.1999999999999,I ate,the most expensive,pizza,"in Rome,",so I made some nice memories.,1,FILL,city,in Italy,country,in Rome,"I got home yesterday from a lovely two-week stay in Italy. You won't believe it! According to locals,",2536.7000000000003,NA,FILL,FILL,FILL,1521,1
11,NA,3,7,exp,496.40000000000003,321.5,276.9,412.9,460.4,Every,museum,looked cool,"except those in Portugal,",so I had some deciding to do.,1,MEN,website,on the website,country,in Portugal,I was on a website trying to find cool museums to visit in Portugal and other countries.,3068.5,looked,PST-MEN,PST,except those in Portugal,2137.1000000000004,1
11,NA,4,78,fill,486.70000000000005,430.09999999999997,442.90000000000003,468.7,534.8000000000001,I drank from,the most well-known,fountain,"in Bern,",so it was a lovely time.,1,FILL,city,in Switzerland,country,in Bern,"I got home yesterday from a lovely two-week stay in Switzerland. You won't believe it! Apparently,",3834.9,NA,FILL,FILL,FILL,965.6,1
11,NA,5,16,exp,399,301.3,448,381.90000000000003,491.70000000000005,Every,gallery,except those in the brochure,"seemed high-end,",so I didn't know what to do.,1,MAX,brochure,in the brochure,city,in Venice,I was flicking through a holiday brochure to find high-end galleries to visit in Venice and other cities.,6260.6,seemed,PRE-MAX,PRE,except those in the brochure,1629.6999999999998,1
11,NA,6,62,fill,681.6,383.1,349.8,463.5,614.7,I experienced,the hottest,day on record,"in Bordeaux,",so it was a lovely time.,1,FILL,city,in France,country,in Bordeaux,"I've just returned from a week-long trip in France. I was really shocked. Apparently,",1726.3999999999999,NA,FILL,FILL,FILL,1051.5,1
11,NA,7,97,fill,393.5,285,331.6,335.7,435.90000000000003,I visited,the most historical,monument,"in Austria,",so it was a lovely time.,1,FILL,country,in Salzburg,city,in Austria,"I'm just back from a week-long trip in Salzburg. I'm really pleased! Allegedly,",3159.2,NA,FILL,FILL,FILL,1321.7,1
11,NA,8,61,fill,431.4,185,227.1,230.5,328.5,I climbed,the tallest,building,"in New York,",so I'm glad I went.,1,FILL,city,in the US,country,in New York,"I'm just back from a well-earned break in the US. I'm really pleased! Allegedly,",1514.6,NA,FILL,FILL,FILL,1121.6999999999998,1
11,NA,9,92,fill,384.6,283.4,286,364.20000000000005,432.40000000000003,I bathed in,the cleanest,sea,"in France,",so I really enjoyed it.,1,FILL,country,in Nice,city,in France,"I've just returned from a week-long trip in Nice. I was really shocked. According to my friends,",2079.8999999999996,NA,FILL,FILL,FILL,1351.6,1
11,NA,10,5,exp,414.5,381.40000000000003,260.79999999999995,353.3,496.3,Every,market,looked exciting,"except those in the blog,",so I had some deciding to do.,1,MAX,blog,in the blog,country,in Scotland,I was reading a blog to get some ideas for exciting markets to explore in Scotland and other countries.,2784.2,looked,PST-MAX,PST,except those in the blog,1748.1,1
11,NA,11,90,fill,364.09999999999997,210,265.29999999999995,323.29999999999995,439.09999999999997,I ate,the nicest,cheese,"in Johannesburgh,",so it was a lovely time.,1,FILL,city,in South Africa,country,in Johannesburgh,"I got home yesterday from a short vacation in South Africa. You won't believe it! Apparently,",1748.6,NA,FILL,FILL,FILL,1211.7,1
11,NA,12,21,exp,376.2,295.09999999999997,212.79999999999998,443.3,416.3,Every,building,looked unique,"except those in the brochure,",so I didn't know what to do.,1,MAX,brochure,in the brochure,country,in Switzerland,I was flicking through a holiday brochure to find unique buildings to visit in Switzerland and other countries.,3290.2,looked,PST-MAX,PST,except those in the brochure,968.9,1
11,NA,13,4,exp,315.59999999999997,287.6,248.4,222.5,442.09999999999997,Every,park,except those on the app,"seemed nice,",so I needed to do more research.,1,MAX,app,on the app,city,in Newcastle,I was on a travel app researching nice parks to enjoy in Newcastle and other cities.,2618.1,seemed,PRE-MAX,PRE,except those on the app,1783.9,1
11,NA,14,77,fill,344.3,288.5,287.3,396.3,497.7,I sunbathed,the longest,beach,"in Mumbai,",so I'm glad I went.,1,FILL,city,in India,country,in Mumbai,"I've just returned from a week-long trip in India. I was really shocked. Allegedly,",1371.1,NA,FILL,FILL,FILL,987.4000000000001,1
11,NA,15,50,exp,1611.5,373.40000000000003,337,370.8,521.3,Every,temple,except those in Sydney,"seemed fantastic,",so I needed to do more research.,1,MEN,blog,in the blog,city,in Sydney,I was reading a blog to get some ideas for fantastic temples to explore in Sydney and other cities.,2810.8,seemed,PRE-MEN,PRE,except those in Sydney,1437.4,1
11,NA,16,75,fill,377.3,339.2,432.3,409.9,498.3,I rented,the priciest,car available,"in Stockholm,",so I made some nice memories.,1,FILL,city,in Sweden,country,in Stockholm,"I got home yesterday from a short vacation in Sweden. You won't believe it! According to locals,",2858.9,NA,FILL,FILL,FILL,1189,1
11,NA,17,71,fill,330.79999999999995,196.6,2665.4,371.5,278.7,I was staying in,the most modern,appartment block,"in Shanghai,",so it was a lovely time.,1,FILL,city,in China,country,in Shanghai,"I've just returned from a well-earned break in China. I was really shocked. According to locals,",2635.8,NA,FILL,FILL,FILL,1217.9,1
11,NA,18,104,fill,312.3,330.40000000000003,244.10000000000002,406.4,443.5,I got a room at,the fanciest,boutique hotel,"in Australia,",so I made some nice memories.,1,FILL,country,in Perth,city,in Australia,"I've just returned from a great holiday in Perth. I was really shocked. According to my friends,",3249,NA,FILL,FILL,FILL,1421.4,1
11,NA,19,114,fill,613.8000000000001,434.3,472.4,444.90000000000003,514,I bought food from,the oldest,market,"in Morocco,",so I made some nice memories.,1,FILL,country,in Rabat,city,in Morocco,"I got home yesterday from a great holiday in Rabat. You won't believe it! Apparently,",6604.9,NA,FILL,FILL,FILL,2237,1
11,NA,20,35,exp,433.2,320.2,306.20000000000005,303.5,417.7,Every,palace,looked opulent,"except those in Sweden,",so I needed to do more research.,1,MEN,blog,in the blog,country,in Sweden,I was reading a blog to get some ideas for opulent palaces to explore in Sweden and other countries.,3118.9,looked,PST-MEN,PST,except those in Sweden,1376.7,1
11,NA,21,14,exp,310.5,318.7,277.5,709.5,774.9,Every,tour,except those in Budapest,"seemed relaxing,",so I needed to do more research.,1,MEN,app,on the app,city,in Budapest,I was on a travel app researching relaxing tours to enjoy in Budapest and other cities.,3870.1,seemed,PRE-MEN,PRE,except those in Budapest,1713,1
11,NA,22,10,exp,420.4,332.4,252.7,593,616.8000000000001,Every,canal,except those in Gloucester,"seemed lovely,",so I had some deciding to do.,1,MEN,blog,in the blog,city,in Gloucester,I was reading a blog to get some ideas for lovely canals to explore in Gloucester and other cities.,5901.5,seemed,PRE-MEN,PRE,except those in Gloucester,2477.3,1
11,NA,23,94,fill,338.9,270.7,216.20000000000002,341.3,471.3,I paraglided over,the most beautiful,spot,"in Germany,",so it was a lovely time.,1,FILL,country,in Frankfurt,city,in Germany,"I'm just back from a great holiday in Frankfurt. I'm really pleased! Apparently,",1773.9,NA,FILL,FILL,FILL,1390.2,1
11,NA,24,55,exp,518.4,299.09999999999997,308.2,403.4,506.70000000000005,Every,forest,looked sprawling,"except those in Austria,",so I needed to do more research.,1,MEN,blog,in the blog,country,in Austria,I was reading a blog to get some ideas for sprawling forests to explore in Austria and other countries.,5755.6,looked,PST-MEN,PST,except those in Austria,1730,1
11,NA,25,1,exp,417.1,278.6,270.5,496.90000000000003,578.5,Every,beach,looked beautiful,"except those in the brochure,",so I needed to do more research.,1,MAX,brochure,in the brochure,country,in Spain,I was flicking through a holiday brochure to find beautiful beaches to visit in Spain and other countries.,3033.3,looked,PST-MAX,PST,except those in the brochure,1397,1
11,NA,26,19,exp,316.09999999999997,329.79999999999995,196,342.2,452.90000000000003,Every,hike,looked scenic,"except those in China,",so I needed to do more research.,0,MEN,app,on the app,country,in China,I was on a travel app researching scenic hikes to enjoy in China and other countries.,4858.1,looked,PST-MEN,PST,except those in China,2319.4,1
11,NA,27,36,exp,470.4,929.4,400.1,634.1,901.6999999999999,Every,place,except those in the brochure,"seemed awesome,",so I had some deciding to do.,1,MAX,brochure,in the brochure,city,in Los Angeles,I was flicking through a holiday brochure to find awesome places to visit in Los Angeles and other cities.,10052.9,seemed,PRE-MAX,PRE,except those in the brochure,1492.3,1
11,NA,28,101,fill,663.6,1039.6000000000001,1864.8,614.6,1117.8999999999999,I took a boat trip on,the deepest,lake,"in China,",so I made some nice memories.,1,FILL,country,in Beijing,city,in China,"I've just returned from a well-earned break in Beijing. I was really shocked. Allegedly,",3077,NA,FILL,FILL,FILL,1648.9,1
11,NA,29,89,fill,539.1,613.8000000000001,531.1,877.1999999999999,701.9,I had,the finest,seafood,"in Budapest,",so I really enjoyed it.,1,FILL,city,in Hungary,country,in Budapest,"I've just returned from a great holiday in Hungary. I was really shocked. Allegedly,",5610.7,NA,FILL,FILL,FILL,1102.3,1
11,NA,30,99,fill,331.6,374.7,515.4,719.5,737.8,I got to look around,the most well-established,museum,"in Scotland,",so I really enjoyed it.,1,FILL,country,in Dundee,city,in Scotland,"I got home yesterday from a great holiday in Dundee. You won't believe it! According to locals,",6447.5,NA,FILL,FILL,FILL,1449.4,1
